GeneID	2_NPC_DMSO	2a_NPC_EPZ	4_NPC_DMSO	4a_NPC_EPZ	5_NPC_DMSO	5a_NPC_EPZ
ENSMUSG00000029223.12	28666	34580	20711	40257	25722	30240
ENSMUSG00000029227.15	9295	9948	8953	11295	8029	9325
ENSMUSG00000029228.15	45	73	44	75	18	17
ENSMUSG00000029229.8	3108	3576	2652	3428	2364	2544
ENSMUSG00000029231.15	5604	5504	10319	8938	749	972
ENSMUSG00000029233.15	792	1077	1144	1709	619	813
ENSMUSG00000029234.13	5656	6383	8176	9431	4468	4982
ENSMUSG00000029235.14	33	47	22	4	2	5
ENSMUSG00000029236.4	3	7	2	3	2	0
ENSMUSG00000029238.11	4926	4992	4638	5343	4305	4521
ENSMUSG00000029245.16	4400	4904	5829	7938	6178	7860
ENSMUSG00000029246.14	3137	3223	3421	3040	1780	1887
ENSMUSG00000029247.17	15572	17364	16911	16910	11619	12997
ENSMUSG00000029248.14	6	13	13	6	4	9
ENSMUSG00000029249.15	5229	5153	5222	5441	2525	2748
ENSMUSG00000029250.5	13802	15199	11918	13876	10965	12067
ENSMUSG00000029253.12	5411	5575	4991	6086	4745	5229
ENSMUSG00000029254.16	1	0	0	0	0	1
ENSMUSG00000029255.8	0	0	0	0	0	0
ENSMUSG00000029260.15	99	120	2157	2443	32	60
ENSMUSG00000029263.15	1227	1219	1501	1808	999	1068
ENSMUSG00000029265.4	5870	6274	5041	6239	5044	5633
ENSMUSG00000029267.17	12770	13576	12191	16579	12991	14506
ENSMUSG00000029268.14	0	0	0	0	0	0
ENSMUSG00000029269.11	0	0	6	9	1	0
ENSMUSG00000029270.10	2685	2919	2257	3172	2414	2792
ENSMUSG00000029272.8	1	7	43	70	21	14
ENSMUSG00000029273.10	0	0	0	0	0	0
ENSMUSG00000029275.18	5	8	6	13	7	3
ENSMUSG00000029276.13	2398	2640	2071	2631	1873	2113
ENSMUSG00000029279.15	593	635	369	573	339	430
ENSMUSG00000029280.13	0	1	0	0	0	0
ENSMUSG00000029281.13	0	0	0	0	0	0
ENSMUSG00000029282.3	0	1	1	1	0	0
ENSMUSG00000029283.17	4865	5628	4826	6733	3427	3601
ENSMUSG00000029286.12	0	0	0	0	0	0
ENSMUSG00000029287.14	1766	1647	3488	3932	516	603
ENSMUSG00000029288.11	0	0	0	1	1	0
ENSMUSG00000029290.12	6366	6670	5350	7941	5503	5990
ENSMUSG00000029291.11	32218	35476	25637	38234	34228	38467
ENSMUSG00000029298.15	280	322	292	334	64	74
ENSMUSG00000029299.14	11	10	5	9	1	3
ENSMUSG00000029304.14	3205	3003	1952	1588	494	602
ENSMUSG00000029306.8	0	0	1	9	0	2
ENSMUSG00000029307.7	0	4	2	7	1	3
ENSMUSG00000029309.7	4191	4756	4991	5697	1050	2282
ENSMUSG00000029310.13	2054	2515	2412	2891	1670	2005
ENSMUSG00000029311.16	743	844	1458	1628	183	289
ENSMUSG00000029312.12	2299	2641	1575	2268	1693	2011
ENSMUSG00000029313.18	1836	1885	2036	1753	1217	1194
ENSMUSG00000029314.14	154	144	880	1096	148	158
ENSMUSG00000029319.8	2471	3261	2874	3807	2407	2756
ENSMUSG00000029320.11	5	3	3	13	1	9
ENSMUSG00000029321.1	0	17	13	21	1	5
ENSMUSG00000029322.12	761	1057	4159	5248	530	689
ENSMUSG00000029326.13	2193	2534	2211	2784	1674	1792
ENSMUSG00000029328.15	42266	47279	39981	48182	35072	38189
ENSMUSG00000029330.8	598	835	763	1046	406	476
ENSMUSG00000029331.3	0	0	0	0	0	0
ENSMUSG00000029334.14	53	70	72	112	50	70
ENSMUSG00000029335.5	69	72	146	236	41	84
ENSMUSG00000029337.2	54	62	57	59	29	78
ENSMUSG00000029338.13	679	775	882	1037	528	669
ENSMUSG00000029343.17	4	6	1	5	1	1
ENSMUSG00000029344.14	1171	1446	1583	2002	916	1023
ENSMUSG00000029345.13	4695	5366	4449	5813	4059	4616
ENSMUSG00000029346.12	1431	1905	1384	1911	1318	1385
ENSMUSG00000029348.11	3776	4847	3126	4475	3206	4102
ENSMUSG00000029352.14	20	22	15	42	4	12
ENSMUSG00000029359.13	36	68	61	85	14	24
ENSMUSG00000029360.3	1	8	1	6	2	7
ENSMUSG00000029361.18	330	421	344	529	231	297
ENSMUSG00000029363.14	3335	3936	3502	3708	1953	2144
ENSMUSG00000029364.15	11758	14282	9046	13299	9515	11293
ENSMUSG00000029366.10	6008	6416	6342	7112	5975	6717
ENSMUSG00000029368.10	5	2	5	14	1	1
ENSMUSG00000029369.17	6	7	29	34	1	1
ENSMUSG00000029370.10	71	105	221	241	51	67
ENSMUSG00000029371.7	10	26	5	11	2	0
ENSMUSG00000029372.7	0	2	0	1	0	0
ENSMUSG00000029373.7	1	4	0	2	0	3
ENSMUSG00000029375.6	0	5	19	36	5	4
ENSMUSG00000029376.8	3057	3106	2900	3596	3440	3490
ENSMUSG00000029377.5	0	0	0	0	0	0
ENSMUSG00000029378.5	0	10	2	4	0	1
ENSMUSG00000029379.10	0	0	0	0	0	0
ENSMUSG00000029380.11	1	0	4	7	1	0
ENSMUSG00000029381.16	1251	1387	2331	2625	1214	1338
ENSMUSG00000029384.5	9	20	21	13	15	20
ENSMUSG00000029385.14	12127	13852	9755	13873	11672	12839
ENSMUSG00000029386.15	1667	1948	1824	2016	1564	1719
ENSMUSG00000029387.10	3853	4786	3747	4758	3369	3736
ENSMUSG00000029388.14	3351	4244	3230	4430	2980	3462
ENSMUSG00000029389.17	2777	3490	2627	3557	2198	2362
ENSMUSG00000029390.13	7474	8636	9467	11792	5963	7105
ENSMUSG00000029392.12	719	868	955	1111	723	885
ENSMUSG00000029394.11	5714	6104	6613	6209	6009	6032
ENSMUSG00000029397.15	4792	5737	4011	6136	3936	4603
ENSMUSG00000029401.8	766	954	768	853	562	690
ENSMUSG00000029402.8	1115	1296	1042	1389	973	1178
ENSMUSG00000029403.14	373	441	429	776	249	275
ENSMUSG00000029404.15	2011	2535	2205	2951	1861	2018
ENSMUSG00000029405.16	41782	45438	32934	41361	37516	40714
ENSMUSG00000029406.15	3150	4137	3557	5224	2183	2397
ENSMUSG00000029407.10	9848	10879	10657	12854	8361	9217
ENSMUSG00000029408.13	324	488	475	563	269	408
ENSMUSG00000029409.7	0	1	0	1	0	0
ENSMUSG00000029410.11	80	102	40	47	21	24
ENSMUSG00000029413.14	829	1178	629	820	307	507
ENSMUSG00000029414.11	2397	2529	3277	3180	1529	1630
ENSMUSG00000029415.4	5477	6132	5225	5555	3854	4200
ENSMUSG00000029416.17	1545	1941	1673	2404	1452	1715
ENSMUSG00000029417.9	0	5	0	1	0	1
ENSMUSG00000029419.8	1759	2496	1120	1755	1424	1675
ENSMUSG00000029420.12	2312	3108	1691	2392	1537	1900
ENSMUSG00000029422.15	12008	13115	11526	14743	11415	12527
ENSMUSG00000029423.10	19	42	11	14	2	6
ENSMUSG00000029426.8	19517	20221	15894	20796	14793	17235
ENSMUSG00000029427.11	6363	7320	6369	8554	5296	5878
ENSMUSG00000029428.13	1274	1758	1503	2201	1127	1263
ENSMUSG00000029430.13	32461	38724	33812	39771	26396	29723
ENSMUSG00000029431.5	97	109	131	122	105	163
ENSMUSG00000029432.12	4823	5787	4564	5609	4163	4860
ENSMUSG00000029433.16	587	714	619	769	567	511
ENSMUSG00000029434.12	7899	9117	5844	8224	6539	7452
ENSMUSG00000029436.9	676	908	946	1125	922	1182
ENSMUSG00000029437.12	1	0	2	3	4	0
ENSMUSG00000029438.9	13185	13926	11205	12239	12510	13627
ENSMUSG00000029439.14	11108	14114	11360	15457	9772	10280
ENSMUSG00000029440.15	2851	3257	2534	3459	2220	2649
ENSMUSG00000029442.18	74	108	94	137	56	75
ENSMUSG00000029445.13	0	0	0	0	0	0
ENSMUSG00000029446.14	1942	2175	1847	2316	1181	1444
ENSMUSG00000029447.11	37167	41552	32017	39430	26476	30745
ENSMUSG00000029449.11	362	396	300	418	278	266
ENSMUSG00000029451.14	0	0	0	0	0	0
ENSMUSG00000029452.18	71	122	213	241	66	98
ENSMUSG00000029454.15	150	271	205	397	175	134
ENSMUSG00000029455.14	2953	3815	2788	3134	1418	1898
ENSMUSG00000029456.12	252	329	361	520	212	279
ENSMUSG00000029458.14	4748	5534	4525	5552	4428	5017
ENSMUSG00000029461.17	29189	31283	19585	27240	23483	26914
ENSMUSG00000029462.18	7445	8409	6610	9479	5999	6895
ENSMUSG00000029463.5	5321	6783	4674	6541	5069	5744
ENSMUSG00000029464.10	1698	2169	1877	2424	1420	1404
ENSMUSG00000029465.14	9023	9116	7882	11047	7593	8931
ENSMUSG00000029466.11	6087	7306	5720	7270	5287	6306
ENSMUSG00000029467.15	34005	37063	33205	43678	26303	30480
ENSMUSG00000029468.17	115	104	68	102	61	69
ENSMUSG00000029469.14	4290	4387	3597	4853	3538	4134
ENSMUSG00000029470.15	392	547	712	955	262	362
ENSMUSG00000029471.13	5922	6844	4973	6614	4498	5475
ENSMUSG00000029472.13	37883	48288	35180	50076	32206	36981
ENSMUSG00000029474.7	4757	5215	4576	5427	4658	5297
ENSMUSG00000029475.17	10651	12625	9310	12618	10058	11336
ENSMUSG00000029477.14	4	2	2	1	1	0
ENSMUSG00000029478.16	9757	11662	9650	12887	7698	9293
ENSMUSG00000029480.13	2931	3893	2806	3617	2360	2638
ENSMUSG00000029482.4	6670	8256	6804	9267	7165	8255
ENSMUSG00000029484.12	124	186	413	756	171	189
ENSMUSG00000029486.13	2174	2428	1913	2401	1453	1692
ENSMUSG00000029490.3	20	39	35	82	31	16
ENSMUSG00000029491.7	3	0	1	2	2	1
ENSMUSG00000029499.11	185	239	165	237	110	168
ENSMUSG00000029500.16	5319	6336	5054	6420	4502	5132
ENSMUSG00000029501.14	5771	6124	5761	6834	4501	5251
ENSMUSG00000029502.14	5946	6605	5478	6935	4655	5466
ENSMUSG00000029503.16	21	60	28	46	10	24
ENSMUSG00000029504.5	2367	2923	2598	2748	1758	1925
ENSMUSG00000029505.17	18988	19616	17079	20462	15158	18044
ENSMUSG00000029507.16	1247	1592	1457	1821	860	1053
ENSMUSG00000029510.15	3858	4864	5099	6637	4171	4014
ENSMUSG00000029512.11	13717	17233	12231	17671	12962	14781
ENSMUSG00000029513.14	3438	4625	3523	4458	2909	3333
ENSMUSG00000029516.19	1406	1652	2132	2202	1053	1262
ENSMUSG00000029517.13	4	4	6	13	8	8
ENSMUSG00000029518.15	7803	9524	6423	8862	6343	7758
ENSMUSG00000029521.7	876	951	1286	1173	480	548
ENSMUSG00000029522.12	567	795	248	231	37	31
ENSMUSG00000029524.16	1700	2139	1645	2389	1343	1409
ENSMUSG00000029526.5	3	2	3	5	4	2
ENSMUSG00000029528.18	3962	5029	4888	6210	3594	3798
ENSMUSG00000029530.16	0	2	2	1	0	0
ENSMUSG00000029534.17	4955	5496	4269	5962	3999	4149
ENSMUSG00000029535.4	1785	1954	1652	2249	1494	1752
ENSMUSG00000029536.8	2640	3103	2133	2891	2362	2812
ENSMUSG00000029538.14	3540	3958	3951	4677	3236	3489
ENSMUSG00000029541.12	0	0	3	6	0	0
ENSMUSG00000029544.16	1087	1427	1306	1697	1627	2489
ENSMUSG00000029545.13	2054	2412	2639	2834	1637	1837
ENSMUSG00000029546.12	2761	5660	3873	7118	5519	4968
ENSMUSG00000029547.10	8968	11143	9660	12720	7411	8609
ENSMUSG00000029550.11	11394	13429	9895	13798	9641	11209
ENSMUSG00000029551.13	783	995	760	1122	764	893
ENSMUSG00000029552.19	4458	5215	4287	6232	4150	5030
ENSMUSG00000029553.10	21	30	190	137	2	5
ENSMUSG00000029554.15	2336	2936	2410	3004	1926	2182
ENSMUSG00000029556.12	24	28	68	71	2	4
ENSMUSG00000029557.7	875	941	660	896	649	768
ENSMUSG00000029559.15	3375	4327	2943	4402	2933	3415
ENSMUSG00000029560.12	2293	2943	2392	3143	1776	2012
ENSMUSG00000029561.17	73	110	215	167	67	73
ENSMUSG00000029563.16	1549	1776	2015	3100	1523	2000
ENSMUSG00000029564.12	0	1	1	2	0	2
ENSMUSG00000029569.9	3265	3308	3368	3681	2128	2647
ENSMUSG00000029570.5	1107	1155	1532	1477	1950	2225
ENSMUSG00000029571.14	7337	8066	6170	7837	4944	6013
ENSMUSG00000029575.17	3186	3820	2702	3881	2296	2854
ENSMUSG00000029576.17	757	902	532	846	460	512
ENSMUSG00000029577.13	10837	13363	9693	13087	9911	11567
ENSMUSG00000029578.15	8241	10132	7578	9758	6426	7148
ENSMUSG00000029580.14	196526	241526	182656	275399	168729	197823
ENSMUSG00000029581.14	30438	38026	30664	41498	33269	37731
ENSMUSG00000029586.9	0	1	1	9	0	3
ENSMUSG00000029587.16	4858	5563	4315	5753	4588	4899
ENSMUSG00000029591.14	1295	1417	1175	980	388	467
ENSMUSG00000029592.11	2913	3415	2670	3646	2527	2980
ENSMUSG00000029594.12	2258	2659	2166	2681	1670	1880
ENSMUSG00000029595.9	2632	2833	2740	3284	3288	3425
ENSMUSG00000029596.13	76	116	99	153	102	127
ENSMUSG00000029597.14	0	0	0	1	0	0
ENSMUSG00000029598.12	2621	3362	3813	4780	2150	2256
ENSMUSG00000029599.13	6774	8424	6983	8204	6039	6697
ENSMUSG00000029600.10	1158	1401	1104	1572	1145	1336
ENSMUSG00000029601.13	51	69	60	39	51	41
ENSMUSG00000029602.11	48	76	284	400	69	74
ENSMUSG00000029603.15	5644	7896	4232	6942	4550	5775
ENSMUSG00000029605.16	23	34	126	98	8	18
ENSMUSG00000029607.14	40	36	41	53	44	32
ENSMUSG00000029608.10	881	1192	662	1202	739	1048
ENSMUSG00000029610.13	2810	3638	2731	3614	2124	2378
ENSMUSG00000029613.15	6084	7156	5429	6850	5390	6275
ENSMUSG00000029614.13	35454	44046	36646	47160	27252	31662
ENSMUSG00000029616.9	7690	9567	10119	13643	5987	7143
ENSMUSG00000029617.10	6134	7313	5923	7769	5767	6486
ENSMUSG00000029618.13	4	4	1	4	1	2
ENSMUSG00000029620.4	0	0	0	0	0	0
ENSMUSG00000029621.14	14889	18135	12477	19285	13012	15677
ENSMUSG00000029622.16	1581	1962	4322	6012	865	1055
ENSMUSG00000029623.14	15236	19255	14637	20485	14636	16967
ENSMUSG00000029624.10	2678	3095	2351	2968	1960	2358
ENSMUSG00000029625.16	4133	5355	4280	5327	3349	3600
ENSMUSG00000029627.12	902	1092	806	1199	825	1028
ENSMUSG00000029629.17	15763	16225	12068	15304	12275	13914
ENSMUSG00000029630.15	0	0	0	0	0	0
ENSMUSG00000029632.7	13261	16039	12531	19022	11167	13602
ENSMUSG00000029633.9	78	89	61	67	54	69
ENSMUSG00000029634.15	1512	1860	1893	2217	1211	1390
ENSMUSG00000029635.15	5537	6396	6615	8524	5660	6547
ENSMUSG00000029636.10	7003	7455	5229	6564	5816	6330
ENSMUSG00000029638.17	258	245	166	211	206	189
ENSMUSG00000029640.17	5201	5944	4669	5898	4674	5539
ENSMUSG00000029641.8	139	186	247	331	261	321
ENSMUSG00000029642.11	4665	5188	4617	5829	3531	3985
ENSMUSG00000029644.7	0	0	3	4	2	0
ENSMUSG00000029646.3	41	58	420	532	60	47
ENSMUSG00000029647.15	4706	5398	5199	7139	4282	4805
ENSMUSG00000029648.13	1180	1281	9391	6640	747	924
ENSMUSG00000029649.10	6530	7728	6005	8422	5885	6811
ENSMUSG00000029650.10	239	299	238	346	174	246
ENSMUSG00000029651.16	5968	6603	3219	4881	5401	5985
ENSMUSG00000029655.17	7543	7393	6501	7763	5735	6539
ENSMUSG00000029656.13	10	19	5	4	4	6
ENSMUSG00000029657.15	13196	14922	13217	18753	10107	10908
ENSMUSG00000029658.17	51	97	30	64	26	53
ENSMUSG00000029659.16	59	74	11	27	7	15
ENSMUSG00000029660.10	81	145	86	158	64	148
ENSMUSG00000029661.16	31248	30681	14652	21574	7780	8672
ENSMUSG00000029663.10	0	0	0	0	0	0
ENSMUSG00000029664.10	0	1	1	2	0	0
ENSMUSG00000029669.14	1849	1843	1785	2115	1597	2037
ENSMUSG00000029670.12	2045	2346	1828	2141	1644	1781
ENSMUSG00000029671.15	2	6	8	20	5	4
ENSMUSG00000029672.16	2177	2684	2971	3638	1643	2023
ENSMUSG00000029673.17	36183	38111	25215	35396	24585	25376
ENSMUSG00000029674.13	7770	9052	7385	9560	8586	9712
ENSMUSG00000029675.12	1034	1344	357	712	122	261
ENSMUSG00000029676.15	2501	2682	2444	2841	1909	2366
ENSMUSG00000029678.8	1	0	0	0	2	0
ENSMUSG00000029679.7	0	1	0	1	0	1
ENSMUSG00000029680.2	0	0	0	6	0	0
ENSMUSG00000029681.12	1695	2041	1646	2165	1587	1775
ENSMUSG00000029682.5	0	0	0	0	0	0
ENSMUSG00000029683.7	0	0	0	0	0	0
ENSMUSG00000029684.14	5721	6594	6100	8066	5262	6240
ENSMUSG00000029685.15	3	2	0	11	0	2
ENSMUSG00000029686.15	14018	15767	14641	17449	13023	14625
ENSMUSG00000029687.16	12292	13367	14537	17134	12855	13761
ENSMUSG00000029695.13	27	57	50	65	10	15
ENSMUSG00000029697.6	3	2	8	6	2	4
ENSMUSG00000029699.13	239	306	201	246	68	107
ENSMUSG00000029700.11	0	0	0	2	0	0
ENSMUSG00000029701.15	6920	8236	7608	10311	5213	5608
ENSMUSG00000029703.10	3024	3751	3333	4155	2687	2914
ENSMUSG00000029705.17	12224	13713	10008	13147	10600	12823
ENSMUSG00000029706.15	0	8	4	4	3	3
ENSMUSG00000029707.6	8	12	6	7	4	13
ENSMUSG00000029708.9	2328	2593	1932	2490	1843	2109
ENSMUSG00000029710.15	2749	2900	3730	4118	1554	1567
ENSMUSG00000029711.13	1	0	0	0	0	1
ENSMUSG00000029712.14	11364	14741	8059	13126	8992	10737
ENSMUSG00000029713.15	22556	29257	21235	32851	20338	24998
ENSMUSG00000029714.11	9445	12021	9680	12508	8214	8120
ENSMUSG00000029715.5	1457	1690	1167	1710	1159	1354
ENSMUSG00000029716.13	498	692	437	858	334	354
ENSMUSG00000029718.14	1355	1571	1665	3339	749	875
ENSMUSG00000029720.9	81	108	72	148	87	97
ENSMUSG00000029722.15	1393	1842	1881	2108	1530	1671
ENSMUSG00000029723.16	1683	2155	1899	2348	1196	1488
ENSMUSG00000029725.10	944	1533	1206	1618	1193	1377
ENSMUSG00000029726.16	4131	4940	3776	5168	3581	4223
ENSMUSG00000029727.7	7	13	74	73	0	2
ENSMUSG00000029729.12	11476	10696	8968	10835	10035	11908
ENSMUSG00000029730.16	12241	13757	14778	14899	9904	11089
ENSMUSG00000029735.17	400	466	381	513	246	305
ENSMUSG00000029736.15	2	8	3	3	1	3
ENSMUSG00000029752.12	8613	9666	7260	10491	4147	5026
ENSMUSG00000029754.13	10	19	6	12	12	9
ENSMUSG00000029755.10	26	38	13	28	10	12
ENSMUSG00000029757.16	75	137	72	105	53	110
ENSMUSG00000029759.9	30	30	24	43	24	35
ENSMUSG00000029761.16	6319	5992	10251	13181	5031	5178
ENSMUSG00000029762.6	542	659	243	288	29	58
ENSMUSG00000029763.17	10995	12420	10712	13885	7993	9586
ENSMUSG00000029765.12	17678	17578	8416	11865	8732	11276
ENSMUSG00000029766.7	0	1	0	3	0	0
ENSMUSG00000029767.16	20870	21936	30482	32205	11893	14864
ENSMUSG00000029769.16	4028	4683	3235	3850	3038	3794
ENSMUSG00000029771.12	58	76	51	110	72	75
ENSMUSG00000029772.17	4096	4702	4467	5837	3587	4092
ENSMUSG00000029775.14	17090	19271	14914	19474	13803	16114
ENSMUSG00000029776.11	2627	2949	2753	3285	2119	2499
ENSMUSG00000029777.10	18653	21488	17432	23735	14835	16846
ENSMUSG00000029778.12	8705	10473	5827	5494	5135	6256
ENSMUSG00000029780.14	3673	4206	3064	4281	3392	3856
ENSMUSG00000029781.7	5338	6013	9888	10686	1799	2515
ENSMUSG00000029782.19	4952	5608	5348	6776	3592	4600
ENSMUSG00000029784.13	15	22	17	36	11	20
ENSMUSG00000029787.10	14004	15029	10986	14699	11788	13741
ENSMUSG00000029788.13	5	15	16	18	9	20
ENSMUSG00000029790.16	1857	2145	1675	2378	1503	1831
ENSMUSG00000029797.13	33	52	60	91	22	35
ENSMUSG00000029798.11	51	72	61	80	19	36
ENSMUSG00000029802.13	1677	1910	2287	2335	567	849
ENSMUSG00000029804.17	4080	4599	2278	3316	2027	2658
ENSMUSG00000029810.15	1200	1834	992	1862	388	704
ENSMUSG00000029811.14	3	6	12	36	2	8
ENSMUSG00000029813.8	27	48	300	652	65	84
ENSMUSG00000029814.10	10111	10514	12129	14070	12484	13261
ENSMUSG00000029815.12	1035	1486	1098	1507	896	985
ENSMUSG00000029816.10	51	63	54	78	30	27
ENSMUSG00000029817.11	17626	19449	18691	29205	18392	20323
ENSMUSG00000029819.6	3649	3848	715	743	1077	1774
ENSMUSG00000029821.15	809	1093	477	676	352	562
ENSMUSG00000029822.15	524	614	540	702	316	418
ENSMUSG00000029823.16	22064	23635	21438	32307	18511	21095
ENSMUSG00000029826.14	1177	1350	2309	2476	353	507
ENSMUSG00000029828.4	189	310	181	287	184	325
ENSMUSG00000029829.4	0	2	0	0	3	0
ENSMUSG00000029830.15	27	39	36	41	26	19
ENSMUSG00000029831.7	6	11	3	6	2	7
ENSMUSG00000029832.16	195	220	163	246	239	390
ENSMUSG00000029833.17	17758	18562	14096	17120	12832	13512
ENSMUSG00000029836.15	19487	22247	16366	24965	18526	20990
ENSMUSG00000029837.2	1	2	0	0	0	0
ENSMUSG00000029838.11	70544	74270	34322	38391	30532	37684
ENSMUSG00000029840.8	20883	23063	17378	21454	16498	18845
ENSMUSG00000029843.4	27	40	18	32	16	27
ENSMUSG00000029844.9	367	536	537	793	869	1066
ENSMUSG00000029847.13	113	142	102	131	87	95
ENSMUSG00000029848.11	155	204	209	548	562	463
ENSMUSG00000029851.5	280	317	355	325	201	252
ENSMUSG00000029859.6	235	285	657	660	37	76
ENSMUSG00000029860.16	4327	5686	6388	8772	3787	4388
ENSMUSG00000029861.17	5513	6180	3704	5595	5415	6230
ENSMUSG00000029862.15	718	940	828	1175	811	816
ENSMUSG00000029863.13	5579	6521	6043	7435	5632	6174
ENSMUSG00000029864.7	173	266	170	209	88	104
ENSMUSG00000029865.4	0	0	0	0	0	0
ENSMUSG00000029866.13	7	10	16	12	0	0
ENSMUSG00000029867.5	0	1	2	0	0	0
ENSMUSG00000029868.13	8	7	14	6	3	3
ENSMUSG00000029869.7	3785	4643	2686	3816	2881	3361
ENSMUSG00000029875.5	3534	3757	2146	3125	2457	2766
ENSMUSG00000029878.6	313	335	209	345	157	182
ENSMUSG00000029882.5	0	0	0	1	0	0
ENSMUSG00000029883.12	0	0	0	0	0	0
ENSMUSG00000029885.3	1	0	0	3	0	0
ENSMUSG00000029909.6	0	0	0	0	0	0
ENSMUSG00000029910.14	2836	3102	4140	4041	2398	2706
ENSMUSG00000029911.14	4079	4770	4750	5715	3560	4059
ENSMUSG00000029913.14	695	739	455	469	217	259
ENSMUSG00000029915.14	1	0	0	0	0	0
ENSMUSG00000029916.11	1785	2063	1512	1947	986	1225
ENSMUSG00000029917.15	12	12	20	32	12	9
ENSMUSG00000029918.9	1759	2110	1676	2320	1419	1635
ENSMUSG00000029919.5	28	43	69	122	43	90
ENSMUSG00000029920.9	14419	14704	13131	15802	12769	14237
ENSMUSG00000029922.15	23562	27435	18015	24948	20192	22306
ENSMUSG00000029923.4	6	8	13	27	1	2
ENSMUSG00000029924.12	6379	7088	5922	7487	4912	5801
ENSMUSG00000029925.13	52	60	41	76	33	37
ENSMUSG00000029992.14	10272	10758	9656	12321	7727	9212
ENSMUSG00000029993.16	2720	3565	2418	3554	1986	2372
ENSMUSG00000029994.17	842	1130	3777	4415	555	612
ENSMUSG00000029998.14	11808	12899	12691	14018	11135	13419
ENSMUSG00000029999.14	1378	1498	1045	1382	1128	1462
ENSMUSG00000030000.10	25092	27617	20198	26034	21564	24004
ENSMUSG00000030001.4	2	5	0	0	0	0
ENSMUSG00000030002.15	14565	16853	13619	18969	11409	12441
ENSMUSG00000030004.6	0	0	0	0	0	0
ENSMUSG00000030007.8	32205	38148	29612	39984	25032	28702
ENSMUSG00000030008.9	730	959	692	934	513	580
ENSMUSG00000030016.14	20650	20047	16892	21703	15923	17793
ENSMUSG00000030017.2	0	2	0	0	0	0
ENSMUSG00000030019.6	3611	3950	3612	4259	3552	3953
ENSMUSG00000030020.13	5209	5245	2892	3919	2783	4036
ENSMUSG00000030022.14	4152	4199	7518	8158	1594	1735
ENSMUSG00000030029.14	8230	8784	9388	7791	6109	6699
ENSMUSG00000030030.5	106	132	80	109	88	101
ENSMUSG00000030031.14	1428	1459	1189	1190	997	1098
ENSMUSG00000030032.12	909	1043	778	964	867	980
ENSMUSG00000030034.11	928	1149	943	1274	682	713
ENSMUSG00000030035.14	9366	12110	9271	13601	9769	11367
ENSMUSG00000030036.8	3288	4021	5303	6353	3042	3224
ENSMUSG00000030037.9	0	0	0	0	0	0
ENSMUSG00000030041.9	109	109	56	50	10	10
ENSMUSG00000030042.15	3957	4999	3264	4458	2743	3158
ENSMUSG00000030043.11	186	289	121	97	67	116
ENSMUSG00000030045.10	3102	3446	3083	3670	2481	2774
ENSMUSG00000030046.6	0	0	0	3	0	0
ENSMUSG00000030047.14	5	4	2	2	1	5
ENSMUSG00000030048.5	0	0	0	0	0	0
ENSMUSG00000030049.5	9	11	216	184	1	0
ENSMUSG00000030050.4	5	5	130	132	1	0
ENSMUSG00000030051.10	799	803	828	1027	609	728
ENSMUSG00000030054.4	1	0	0	2	0	0
ENSMUSG00000030055.16	30	70	49	59	31	30
ENSMUSG00000030056.8	1361	1604	1299	1408	1093	1265
ENSMUSG00000030057.15	24220	27089	24240	27661	18600	20819
ENSMUSG00000030058.17	18376	22510	18313	25536	14464	16325
ENSMUSG00000030059.15	4109	4406	4164	5113	3773	3873
ENSMUSG00000030060.14	1555	1903	1588	2268	1083	1381
ENSMUSG00000030061.16	9816	10769	10453	13430	8996	10141
ENSMUSG00000030062.7	17071	19726	23247	28832	10946	13920
ENSMUSG00000030064.16	6652	7222	5647	6857	6405	7713
ENSMUSG00000030067.17	3845	3918	3641	4707	3470	4073
ENSMUSG00000030068.4	4	2	5	2	6	2
ENSMUSG00000030069.15	3	2	0	11	1	3
ENSMUSG00000030074.9	1460	1412	842	1322	342	340
ENSMUSG00000030075.10	801	1008	663	1044	759	1189
ENSMUSG00000030077.11	29659	28074	16504	16689	26745	34595
ENSMUSG00000030079.15	3944	4562	4080	4864	2943	3428
ENSMUSG00000030082.14	18005	20874	22738	27170	12479	15464
ENSMUSG00000030083.11	2830	3512	2837	3950	2556	2774
ENSMUSG00000030084.11	22272	26310	23592	30211	20635	26625
ENSMUSG00000030086.16	2526	3580	1820	3031	2057	2399
ENSMUSG00000030087.11	717	833	395	378	204	296
ENSMUSG00000030088.15	1464	1554	580	384	155	217
ENSMUSG00000030089.15	245	388	228	290	134	204
ENSMUSG00000030091.17	5162	6383	4991	5681	3662	4914
ENSMUSG00000030092.14	802	1190	518	910	962	1038
ENSMUSG00000030093.7	908	922	1102	602	1480	1495
ENSMUSG00000030094.8	2498	2900	2536	2945	2510	2831
ENSMUSG00000030095.10	4408	4861	5397	6640	3289	3819
ENSMUSG00000030096.8	19554	22728	22620	27609	13802	17219
ENSMUSG00000030098.15	2502	3441	2322	3399	1839	1907
ENSMUSG00000030101.15	1182	1264	1688	1928	562	594
ENSMUSG00000030102.11	1705	1753	1896	2051	1522	1731
ENSMUSG00000030103.11	439	683	1035	1311	396	621
ENSMUSG00000030104.9	3054	3318	4883	5197	2485	2622
ENSMUSG00000030105.8	11124	13355	10212	14599	9428	11103
