GeneID	2_NPC_DMSO	2a_NPC_EPZ	4_NPC_DMSO	4a_NPC_EPZ	5_NPC_DMSO	5a_NPC_EPZ
ENSMUSG00000110016.1	83	89	32	41	26	31
ENSMUSG00000110017.1	0	0	0	0	0	0
ENSMUSG00000110018.2	0	0	2	0	1	1
ENSMUSG00000110019.1	0	0	0	1	0	0
ENSMUSG00000110020.1	49	83	37	86	49	76
ENSMUSG00000110022.1	0	0	0	0	0	0
ENSMUSG00000110023.1	0	0	0	0	0	0
ENSMUSG00000110024.1	0	0	0	0	0	0
ENSMUSG00000110025.1	0	0	0	0	0	0
ENSMUSG00000110026.1	0	0	0	0	0	0
ENSMUSG00000110027.1	2	1	0	3	3	6
ENSMUSG00000110028.1	0	0	0	0	0	0
ENSMUSG00000110030.1	23	25	30	35	7	14
ENSMUSG00000110031.1	0	0	0	0	0	0
ENSMUSG00000110032.1	0	0	0	0	0	0
ENSMUSG00000110033.1	0	0	0	0	0	0
ENSMUSG00000110034.1	0	0	0	1	0	0
ENSMUSG00000110035.1	0	0	0	0	0	0
ENSMUSG00000110036.1	0	0	0	0	0	0
ENSMUSG00000110037.1	1	0	0	0	0	0
ENSMUSG00000110038.1	7	8	14	15	9	14
ENSMUSG00000110039.1	0	0	0	0	0	0
ENSMUSG00000110040.1	0	0	0	0	0	0
ENSMUSG00000110041.1	0	0	0	0	0	0
ENSMUSG00000110042.1	0	0	0	0	0	0
ENSMUSG00000110043.1	1	1	1	0	0	0
ENSMUSG00000110044.1	0	0	0	0	0	0
ENSMUSG00000110045.1	0	0	0	0	0	0
ENSMUSG00000110046.1	2	1	0	1	2	2
ENSMUSG00000110047.1	9	11	7	12	6	10
ENSMUSG00000110048.1	0	0	0	0	0	0
ENSMUSG00000110049.1	0	0	0	0	0	0
ENSMUSG00000110050.1	0	0	0	0	0	0
ENSMUSG00000110051.1	1	1	5	5	0	0
ENSMUSG00000110052.1	0	0	2	5	1	0
ENSMUSG00000110053.1	0	0	1	0	0	0
ENSMUSG00000110054.1	0	0	0	0	0	0
ENSMUSG00000110055.1	0	0	0	0	0	0
ENSMUSG00000110056.1	0	1	0	1	0	0
ENSMUSG00000110057.1	139	181	107	214	100	109
ENSMUSG00000110058.1	1	2	1	5	1	0
ENSMUSG00000110059.1	0	0	0	0	0	0
ENSMUSG00000110060.1	0	0	0	0	0	0
ENSMUSG00000110061.1	0	0	0	0	0	0
ENSMUSG00000110062.1	0	1	0	0	1	0
ENSMUSG00000110063.1	4	6	3	12	1	10
ENSMUSG00000110064.1	0	0	0	0	0	0
ENSMUSG00000110065.1	0	1	0	0	0	2
ENSMUSG00000110066.1	0	0	0	0	0	0
ENSMUSG00000110067.1	1	1	2	7	0	7
ENSMUSG00000110068.1	1	1	2	2	0	6
ENSMUSG00000110069.1	10	9	9	6	3	7
ENSMUSG00000110070.1	87	135	83	112	94	115
ENSMUSG00000110071.1	3	4	0	5	1	2
ENSMUSG00000110072.1	0	0	0	0	0	0
ENSMUSG00000110073.1	0	0	0	1	0	0
ENSMUSG00000110074.1	0	0	0	0	0	0
ENSMUSG00000110075.1	0	0	0	0	0	0
ENSMUSG00000110076.1	1	1	0	0	0	0
ENSMUSG00000110077.1	103	110	60	86	47	36
ENSMUSG00000110078.1	0	0	0	0	0	0
ENSMUSG00000110079.1	4	1	4	5	1	0
ENSMUSG00000110080.1	105	148	27	38	20	40
ENSMUSG00000110081.1	1	3	0	6	1	2
ENSMUSG00000110082.1	0	0	0	0	0	0
ENSMUSG00000110083.1	0	0	0	0	0	0
ENSMUSG00000110084.1	39	29	26	34	10	5
ENSMUSG00000110085.1	0	0	0	0	0	0
ENSMUSG00000110086.1	132	144	26	38	10	10
ENSMUSG00000110087.1	22	23	21	41	13	28
ENSMUSG00000110088.1	14	5	15	16	4	11
ENSMUSG00000110089.1	0	0	0	0	0	0
ENSMUSG00000110090.1	0	0	0	0	0	0
ENSMUSG00000110091.1	0	0	2	1	0	0
ENSMUSG00000110092.2	0	0	0	0	0	0
ENSMUSG00000110093.1	0	0	0	0	0	0
ENSMUSG00000110094.1	0	0	0	0	0	0
ENSMUSG00000110095.1	0	0	0	0	0	0
ENSMUSG00000110096.1	0	0	0	0	0	0
ENSMUSG00000110097.1	27	76	91	203	32	36
ENSMUSG00000110098.1	0	0	0	0	0	0
ENSMUSG00000110099.1	2	0	2	2	1	1
ENSMUSG00000110100.1	0	0	0	0	0	0
ENSMUSG00000110101.1	1	1	4	5	0	2
ENSMUSG00000110102.1	0	0	0	0	0	0
ENSMUSG00000110103.1	7	45	70	112	26	33
ENSMUSG00000110104.1	0	0	0	0	0	0
ENSMUSG00000110105.1	26	51	35	39	24	16
ENSMUSG00000110106.1	0	0	0	0	0	0
ENSMUSG00000110108.1	0	0	0	0	0	0
ENSMUSG00000110109.1	0	0	0	1	1	0
ENSMUSG00000110110.1	3	1	2	0	1	4
ENSMUSG00000110111.1	0	0	0	0	0	0
ENSMUSG00000110112.1	0	0	0	1	0	0
ENSMUSG00000110113.1	0	0	0	0	0	0
ENSMUSG00000110114.1	1	0	0	0	0	0
ENSMUSG00000110115.1	0	0	2	0	0	0
ENSMUSG00000110116.1	0	0	0	0	0	0
ENSMUSG00000110117.1	0	0	0	0	0	0
ENSMUSG00000110118.1	0	0	0	1	0	0
ENSMUSG00000110119.1	1	0	0	0	0	0
ENSMUSG00000110120.1	14	28	26	31	12	17
ENSMUSG00000110121.1	0	0	0	0	0	0
ENSMUSG00000110122.1	0	0	0	0	0	0
ENSMUSG00000110123.1	8	3	2	0	1	0
ENSMUSG00000110124.1	38	48	33	48	36	49
ENSMUSG00000110125.1	169	260	271	372	143	195
ENSMUSG00000110126.1	32	36	36	32	31	22
ENSMUSG00000110127.1	24	17	31	36	12	11
ENSMUSG00000110128.1	0	0	0	0	0	0
ENSMUSG00000110129.1	1	1	2	4	1	0
ENSMUSG00000110130.1	1	1	0	0	1	0
ENSMUSG00000110131.1	0	0	0	0	0	0
ENSMUSG00000110132.1	0	0	0	0	0	0
ENSMUSG00000110133.1	0	0	0	2	0	0
ENSMUSG00000110134.1	3	2	0	0	0	0
ENSMUSG00000110135.1	0	0	0	0	0	0
ENSMUSG00000110136.1	4	4	3	6	3	5
ENSMUSG00000110137.1	0	0	1	0	0	0
ENSMUSG00000110138.1	0	0	0	0	1	3
ENSMUSG00000110139.1	0	0	0	0	0	0
ENSMUSG00000110140.1	3	6	2	3	0	1
ENSMUSG00000110141.1	0	0	0	0	0	0
ENSMUSG00000110142.1	7	9	7	4	7	2
ENSMUSG00000110143.1	0	0	0	0	0	0
ENSMUSG00000110144.1	2	3	5	0	1	1
ENSMUSG00000110145.1	0	0	0	0	0	0
ENSMUSG00000110146.1	2	4	0	1	0	0
ENSMUSG00000110147.1	0	0	0	0	0	0
ENSMUSG00000110148.1	10	19	19	27	7	13
ENSMUSG00000110149.1	0	0	0	0	0	0
ENSMUSG00000110150.1	1	0	0	0	0	2
ENSMUSG00000110151.2	2	2	3	0	0	0
ENSMUSG00000110152.1	0	0	0	0	0	0
ENSMUSG00000110153.1	0	0	0	1	0	0
ENSMUSG00000110154.1	1	0	0	0	0	1
ENSMUSG00000110155.1	0	2	1	1	0	0
ENSMUSG00000110156.1	172	189	100	211	112	138
ENSMUSG00000110157.1	0	0	0	0	0	1
ENSMUSG00000110158.1	0	0	0	0	0	0
ENSMUSG00000110159.1	95	69	87	115	61	80
ENSMUSG00000110160.1	2	0	0	0	0	1
ENSMUSG00000110161.1	16	12	16	20	6	10
ENSMUSG00000110162.1	1	2	1	0	0	0
ENSMUSG00000110163.1	0	0	0	0	0	0
ENSMUSG00000110164.1	1	0	0	0	0	0
ENSMUSG00000110165.1	8	9	23	21	13	17
ENSMUSG00000110166.1	8	8	3	5	6	5
ENSMUSG00000110167.1	5	2	1	6	0	0
ENSMUSG00000110168.1	0	0	0	0	0	0
ENSMUSG00000110169.1	0	0	0	0	0	0
ENSMUSG00000110170.1	8	7	21	26	2	6
ENSMUSG00000110171.2	0	0	0	0	0	0
ENSMUSG00000110172.1	0	0	0	0	0	0
ENSMUSG00000110173.1	0	0	0	3	0	2
ENSMUSG00000110174.1	0	1	0	0	0	0
ENSMUSG00000110175.1	0	0	0	3	1	2
ENSMUSG00000110176.1	2	12	4	23	1	4
ENSMUSG00000110177.1	0	1	0	0	0	1
ENSMUSG00000110178.1	0	0	0	0	0	0
ENSMUSG00000110179.1	2	2	3	0	1	1
ENSMUSG00000110180.1	0	2	0	0	1	0
ENSMUSG00000110181.1	0	0	0	0	0	0
ENSMUSG00000110182.1	0	0	0	0	0	0
ENSMUSG00000110183.1	0	0	1	0	1	0
ENSMUSG00000110184.1	0	0	0	0	0	0
ENSMUSG00000110185.1	488	399	432	637	362	406
ENSMUSG00000110186.1	3	9	2	3	4	4
ENSMUSG00000110187.1	4	2	1	6	2	0
ENSMUSG00000110188.1	0	0	0	0	0	0
ENSMUSG00000110189.1	0	0	0	0	0	0
ENSMUSG00000110190.1	16	29	30	46	5	22
ENSMUSG00000110192.1	0	0	0	0	0	0
ENSMUSG00000110193.1	0	0	0	0	0	0
ENSMUSG00000110194.1	24	16	33	31	25	9
ENSMUSG00000110195.1	14	33	14	21	9	3
ENSMUSG00000110196.1	0	0	0	0	0	0
ENSMUSG00000110197.1	6	6	5	8	3	5
ENSMUSG00000110198.1	0	0	0	0	0	0
ENSMUSG00000110199.2	0	0	0	0	0	0
ENSMUSG00000110200.1	0	0	0	0	0	0
ENSMUSG00000110201.1	0	2	0	0	0	0
ENSMUSG00000110202.1	0	0	0	0	0	0
ENSMUSG00000110203.1	0	0	0	0	0	0
ENSMUSG00000110204.1	0	0	0	0	0	0
ENSMUSG00000110205.1	1	0	0	0	1	0
ENSMUSG00000110206.1	63	122	107	166	49	63
ENSMUSG00000110207.1	0	2	2	6	0	0
ENSMUSG00000110208.1	12	29	16	30	17	7
ENSMUSG00000110209.1	0	0	0	0	0	0
ENSMUSG00000110210.1	0	0	0	0	0	0
ENSMUSG00000110211.1	0	0	0	0	0	0
ENSMUSG00000110212.1	3	18	3	7	4	7
ENSMUSG00000110213.1	0	0	0	0	0	0
ENSMUSG00000110214.1	1	3	0	0	0	0
ENSMUSG00000110215.1	1	3	3	2	2	1
ENSMUSG00000110216.1	2	2	6	6	5	6
ENSMUSG00000110217.1	0	1	0	0	0	0
ENSMUSG00000110218.1	198	244	250	497	209	213
ENSMUSG00000110219.1	0	0	0	0	0	0
ENSMUSG00000110220.1	0	0	0	0	0	0
ENSMUSG00000110221.1	74	123	74	180	58	77
ENSMUSG00000110222.1	2	2	2	1	1	0
ENSMUSG00000110223.1	4	0	3	5	2	3
ENSMUSG00000110224.1	0	0	0	0	0	0
ENSMUSG00000110225.1	0	0	0	0	0	0
ENSMUSG00000110226.1	0	0	0	0	0	0
ENSMUSG00000110227.1	3	2	4	11	5	9
ENSMUSG00000110228.1	0	0	0	0	0	0
ENSMUSG00000110229.1	0	0	0	0	0	0
ENSMUSG00000110230.1	4	5	2	2	1	0
ENSMUSG00000110231.1	0	1	1	0	0	0
ENSMUSG00000110232.1	0	0	0	0	0	0
ENSMUSG00000110233.1	0	0	0	0	0	0
ENSMUSG00000110234.2	6	4	3	11	4	4
ENSMUSG00000110235.1	3	6	3	6	0	2
ENSMUSG00000110236.1	5	6	0	9	2	6
ENSMUSG00000110237.1	1	2	1	1	1	2
ENSMUSG00000110238.1	5	1	1	0	0	3
ENSMUSG00000110239.1	8	9	4	5	5	2
ENSMUSG00000110240.1	1	1	0	0	0	0
ENSMUSG00000110241.1	0	0	0	0	0	0
ENSMUSG00000110242.1	0	1	2	2	0	0
ENSMUSG00000110243.1	1	2	2	2	1	1
ENSMUSG00000110244.1	13	14	20	24	7	9
ENSMUSG00000110245.1	1	0	0	5	2	2
ENSMUSG00000110246.1	39	86	34	112	32	60
ENSMUSG00000110247.1	6	3	6	1	0	1
ENSMUSG00000110248.1	0	0	0	0	0	0
ENSMUSG00000110249.1	16	21	19	23	13	10
ENSMUSG00000110250.1	3	2	9	2	3	2
ENSMUSG00000110251.1	1	0	0	0	0	0
ENSMUSG00000110252.1	0	0	0	0	0	0
ENSMUSG00000110253.2	0	0	0	0	0	0
ENSMUSG00000110254.1	0	0	0	0	0	0
ENSMUSG00000110255.1	0	0	0	0	0	0
ENSMUSG00000110256.1	11	11	13	18	10	7
ENSMUSG00000110257.1	0	0	0	0	0	0
ENSMUSG00000110258.1	0	0	0	1	0	0
ENSMUSG00000110259.2	0	0	0	0	0	0
ENSMUSG00000110260.1	4	9	0	7	1	1
ENSMUSG00000110261.1	0	0	0	0	0	0
ENSMUSG00000110262.1	0	0	0	0	0	0
ENSMUSG00000110263.1	2	1	2	3	2	3
ENSMUSG00000110264.1	0	0	0	1	0	0
ENSMUSG00000110265.1	0	0	0	0	0	0
ENSMUSG00000110266.1	0	0	0	0	0	1
ENSMUSG00000110267.1	0	0	0	0	0	0
ENSMUSG00000110268.1	0	1	0	0	0	0
ENSMUSG00000110269.1	20	8	11	10	1	1
ENSMUSG00000110270.1	0	0	0	1	1	0
ENSMUSG00000110271.1	0	0	0	0	0	0
ENSMUSG00000110272.1	0	0	0	0	0	0
ENSMUSG00000110273.1	10	16	10	23	3	6
ENSMUSG00000110274.1	1	1	2	3	1	8
ENSMUSG00000110275.1	470	480	535	532	385	489
ENSMUSG00000110276.1	1	0	2	0	0	0
ENSMUSG00000110277.1	724	817	642	843	464	553
ENSMUSG00000110278.1	0	2	0	0	2	0
ENSMUSG00000110279.1	11	7	5	8	5	9
ENSMUSG00000110280.1	0	0	0	0	0	0
ENSMUSG00000110281.1	0	0	0	0	0	0
ENSMUSG00000110282.1	4	3	13	20	8	9
ENSMUSG00000110283.1	0	0	2	0	0	0
ENSMUSG00000110284.1	0	0	0	0	0	0
ENSMUSG00000110285.1	0	0	0	0	0	0
ENSMUSG00000110286.1	0	1	0	0	0	0
ENSMUSG00000110287.1	0	0	0	0	0	0
ENSMUSG00000110288.1	0	0	0	0	0	0
ENSMUSG00000110289.1	8	15	3	4	1	6
ENSMUSG00000110290.1	0	0	1	11	2	3
ENSMUSG00000110291.1	0	0	2	0	0	0
ENSMUSG00000110292.1	0	0	0	0	0	0
ENSMUSG00000110293.1	0	0	0	0	0	0
ENSMUSG00000110294.1	0	0	0	0	0	0
ENSMUSG00000110295.1	0	0	0	0	0	0
ENSMUSG00000110296.1	5	6	0	3	0	0
ENSMUSG00000110297.1	0	0	0	0	0	0
ENSMUSG00000110298.1	0	0	3	0	0	0
ENSMUSG00000110299.1	0	0	0	0	0	0
ENSMUSG00000110300.1	0	0	0	0	0	0
ENSMUSG00000110301.1	0	0	0	0	0	0
ENSMUSG00000110302.1	0	0	0	0	0	0
ENSMUSG00000110303.1	0	6	1	8	0	2
ENSMUSG00000110304.1	1	2	0	6	0	0
ENSMUSG00000110305.1	0	0	0	0	0	0
ENSMUSG00000110306.1	0	0	0	0	0	0
ENSMUSG00000110307.1	0	0	0	0	0	0
ENSMUSG00000110308.1	14	10	17	42	9	12
ENSMUSG00000110309.1	0	0	0	0	0	0
ENSMUSG00000110310.1	1	0	0	2	0	0
ENSMUSG00000110311.1	0	1	1	4	3	3
ENSMUSG00000110312.1	0	0	0	1	0	0
ENSMUSG00000110313.1	0	0	1	0	1	1
ENSMUSG00000110314.1	0	1	0	0	0	0
ENSMUSG00000110315.1	0	0	1	1	0	0
ENSMUSG00000110316.1	21	31	22	38	20	27
ENSMUSG00000110317.1	302	381	460	623	230	239
ENSMUSG00000110318.1	1	4	2	6	3	1
ENSMUSG00000110319.1	0	0	0	0	0	0
ENSMUSG00000110320.1	46	66	43	80	19	39
ENSMUSG00000110321.1	0	0	0	0	0	0
ENSMUSG00000110322.1	0	0	1	0	0	0
ENSMUSG00000110323.1	0	0	0	0	0	0
ENSMUSG00000110324.1	0	0	0	0	0	0
ENSMUSG00000110325.1	6	3	7	10	0	9
ENSMUSG00000110326.1	13	19	12	26	15	12
ENSMUSG00000110327.1	0	0	0	0	0	0
ENSMUSG00000110328.1	0	0	0	0	0	0
ENSMUSG00000110329.1	2	0	3	0	1	2
ENSMUSG00000110330.1	0	0	0	0	0	0
ENSMUSG00000110331.1	54	100	58	98	50	65
ENSMUSG00000110332.1	3	5	3	6	5	3
ENSMUSG00000110333.1	3	0	1	5	1	0
ENSMUSG00000110334.1	0	0	0	0	0	0
ENSMUSG00000110335.1	0	0	0	0	0	1
ENSMUSG00000110336.1	0	1	3	3	0	2
ENSMUSG00000110337.1	0	0	0	0	0	0
ENSMUSG00000110338.1	0	0	0	0	0	0
ENSMUSG00000110339.1	0	0	0	0	0	0
ENSMUSG00000110340.1	6	5	19	29	13	15
ENSMUSG00000110341.1	69	86	102	186	73	93
ENSMUSG00000110342.1	9	12	9	4	7	6
ENSMUSG00000110343.1	0	0	0	0	0	0
ENSMUSG00000110344.1	846	927	652	793	803	888
ENSMUSG00000110345.1	0	0	0	0	0	0
ENSMUSG00000110346.1	0	0	0	0	0	0
ENSMUSG00000110347.1	0	0	0	0	0	0
ENSMUSG00000110348.1	0	2	0	1	0	0
ENSMUSG00000110349.1	0	0	0	0	0	0
ENSMUSG00000110350.1	8	10	11	7	12	4
ENSMUSG00000110351.1	0	1	1	1	0	1
ENSMUSG00000110352.1	0	0	0	0	0	0
ENSMUSG00000110353.1	1	0	2	4	1	0
ENSMUSG00000110354.1	4	3	4	3	0	2
ENSMUSG00000110355.1	3	2	1	6	1	2
ENSMUSG00000110356.1	0	0	0	0	0	0
ENSMUSG00000110357.1	174	237	191	267	143	193
ENSMUSG00000110358.1	1	2	0	1	0	0
ENSMUSG00000110359.1	0	0	0	0	0	0
ENSMUSG00000110360.1	165	171	125	151	138	138
ENSMUSG00000110361.1	1	3	0	0	2	1
ENSMUSG00000110362.1	0	0	1	0	0	0
ENSMUSG00000110363.1	8	6	3	13	4	5
ENSMUSG00000110364.1	0	0	0	0	0	0
ENSMUSG00000110365.1	9	10	5	4	1	0
ENSMUSG00000110366.1	2	7	7	17	6	9
ENSMUSG00000110367.1	1	0	0	0	0	0
ENSMUSG00000110368.1	8	9	8	6	3	10
ENSMUSG00000110369.1	0	0	0	0	0	0
ENSMUSG00000110370.1	0	0	0	0	0	0
ENSMUSG00000110371.1	10	2	6	3	3	3
ENSMUSG00000110372.1	0	0	0	0	0	0
ENSMUSG00000110373.1	421	553	324	596	348	473
ENSMUSG00000110374.1	0	0	0	0	0	0
ENSMUSG00000110375.1	0	0	0	0	0	3
ENSMUSG00000110376.1	0	0	0	0	0	0
ENSMUSG00000110377.1	38	33	20	28	22	27
ENSMUSG00000110378.1	15	15	12	18	8	15
ENSMUSG00000110379.1	3	0	2	4	0	0
ENSMUSG00000110380.1	0	1	4	10	1	4
ENSMUSG00000110381.1	1	0	0	0	0	0
ENSMUSG00000110382.1	1	1	0	1	0	0
ENSMUSG00000110383.1	0	0	1	0	0	1
ENSMUSG00000110384.1	0	2	0	1	0	0
ENSMUSG00000110385.1	0	0	0	0	0	0
ENSMUSG00000110386.1	0	1	4	10	6	0
ENSMUSG00000110387.1	0	0	0	0	0	0
ENSMUSG00000110388.1	1	2	1	2	0	1
ENSMUSG00000110389.1	0	0	0	1	0	0
ENSMUSG00000110390.1	7	12	19	57	19	14
ENSMUSG00000110391.2	12	21	14	16	12	18
ENSMUSG00000110392.1	0	0	0	0	0	1
ENSMUSG00000110393.2	241	230	241	226	131	138
ENSMUSG00000110394.1	4	4	3	3	1	7
ENSMUSG00000110395.1	0	0	0	0	0	0
ENSMUSG00000110396.1	0	3	1	0	0	0
ENSMUSG00000110397.1	6	3	10	11	1	2
ENSMUSG00000110398.1	0	0	0	0	0	0
ENSMUSG00000110399.1	0	1	0	2	0	0
ENSMUSG00000110400.1	3	3	4	8	2	4
ENSMUSG00000110401.1	0	0	0	0	0	0
ENSMUSG00000110402.1	0	0	0	0	0	0
ENSMUSG00000110403.1	0	1	0	1	0	1
ENSMUSG00000110404.1	190	285	211	450	194	250
ENSMUSG00000110405.1	3	1	1	4	0	2
ENSMUSG00000110406.1	0	0	0	0	0	0
ENSMUSG00000110407.1	0	1	0	0	0	0
ENSMUSG00000110408.1	229	279	140	260	135	166
ENSMUSG00000110409.1	17	19	26	61	15	16
ENSMUSG00000110410.1	0	0	0	0	0	0
ENSMUSG00000110411.1	42	39	44	33	29	42
ENSMUSG00000110412.1	0	0	0	0	0	0
ENSMUSG00000110413.1	0	0	0	0	0	0
ENSMUSG00000110414.1	0	0	0	0	0	0
ENSMUSG00000110415.1	0	0	0	0	0	0
ENSMUSG00000110416.1	0	0	5	3	0	0
ENSMUSG00000110417.1	0	3	0	2	0	0
ENSMUSG00000110419.1	33	52	49	82	34	29
ENSMUSG00000110420.1	0	0	0	0	0	0
ENSMUSG00000110421.1	0	0	0	0	0	0
ENSMUSG00000110422.1	23	22	29	33	10	17
ENSMUSG00000110423.1	1	2	1	4	1	1
ENSMUSG00000110424.1	256	291	216	294	173	193
ENSMUSG00000110425.1	0	0	0	0	0	0
ENSMUSG00000110426.1	0	0	0	1	0	0
ENSMUSG00000110427.1	0	0	0	0	0	1
ENSMUSG00000110428.1	0	0	0	0	0	0
ENSMUSG00000110429.1	0	0	0	0	1	0
ENSMUSG00000110430.2	0	0	0	0	0	0
ENSMUSG00000110431.1	0	0	0	0	0	0
ENSMUSG00000110432.1	0	0	0	0	0	0
ENSMUSG00000110433.1	0	0	0	0	0	0
ENSMUSG00000110434.1	0	0	0	0	0	0
ENSMUSG00000110435.1	3	1	1	4	1	1
ENSMUSG00000110437.1	0	0	0	2	0	0
ENSMUSG00000110438.1	3	4	5	9	5	1
ENSMUSG00000110439.1	0	0	0	0	0	0
ENSMUSG00000110440.1	1	2	17	18	3	3
ENSMUSG00000110441.1	0	1	0	4	0	3
ENSMUSG00000110442.1	9	2	7	3	6	4
ENSMUSG00000110443.1	1	3	1	1	1	0
ENSMUSG00000110444.1	1706	1508	1919	2274	1260	1323
ENSMUSG00000110445.1	0	0	0	0	0	0
ENSMUSG00000110446.1	27	38	35	43	23	27
ENSMUSG00000110447.1	3	5	3	5	3	1
ENSMUSG00000110448.1	0	0	0	1	0	0
ENSMUSG00000110449.1	0	0	0	0	0	0
ENSMUSG00000110450.1	0	0	0	0	1	0
ENSMUSG00000110452.1	0	0	0	0	0	0
ENSMUSG00000110453.1	0	0	2	3	0	0
ENSMUSG00000110454.1	0	0	0	0	0	0
ENSMUSG00000110455.1	2	1	0	1	0	0
ENSMUSG00000110456.1	2	2	2	1	2	1
ENSMUSG00000110457.1	7	17	8	4	2	1
ENSMUSG00000110458.1	418	405	280	386	225	204
ENSMUSG00000110459.1	0	0	0	0	0	0
ENSMUSG00000110460.1	0	0	0	0	0	0
ENSMUSG00000110461.1	1	0	0	0	1	0
ENSMUSG00000110462.1	0	1	0	0	0	0
ENSMUSG00000110463.1	1	1	2	0	0	0
ENSMUSG00000110464.1	0	1	0	0	0	0
ENSMUSG00000110465.1	0	0	1	1	2	0
ENSMUSG00000110466.3	0	0	0	0	0	0
ENSMUSG00000110467.1	0	0	1	1	0	1
ENSMUSG00000110468.1	0	0	0	3	0	0
ENSMUSG00000110469.1	108	137	139	142	96	78
ENSMUSG00000110470.1	0	0	0	0	1	1
ENSMUSG00000110471.1	13	18	14	27	6	16
ENSMUSG00000110472.1	0	0	0	0	0	0
ENSMUSG00000110473.1	1	0	0	1	0	0
ENSMUSG00000110474.1	0	0	0	0	0	0
ENSMUSG00000110475.1	2	0	7	12	0	0
ENSMUSG00000110476.1	3	0	0	0	0	0
ENSMUSG00000110477.1	0	0	1	0	0	0
ENSMUSG00000110478.1	0	0	0	0	0	0
ENSMUSG00000110479.1	0	0	0	0	0	0
ENSMUSG00000110480.1	3	6	4	4	0	3
ENSMUSG00000110481.1	6	9	10	24	6	7
ENSMUSG00000110482.1	12	8	9	12	5	9
ENSMUSG00000110483.1	10	11	15	18	4	7
ENSMUSG00000110484.1	0	0	0	0	0	0
ENSMUSG00000110485.1	0	0	0	1	0	0
ENSMUSG00000110486.1	6	9	4	6	0	2
ENSMUSG00000110487.1	0	0	0	0	0	0
ENSMUSG00000110488.1	0	0	0	0	0	0
ENSMUSG00000110489.1	76	66	29	38	2	3
ENSMUSG00000110490.1	0	0	0	0	0	0
ENSMUSG00000110491.1	0	0	0	1	0	0
ENSMUSG00000110492.1	0	1	0	0	0	0
ENSMUSG00000110493.1	0	0	0	0	0	0
ENSMUSG00000110494.1	1	1	1	1	0	0
ENSMUSG00000110495.1	0	0	1	0	0	0
ENSMUSG00000110496.1	0	0	0	0	0	0
ENSMUSG00000110497.1	0	0	2	0	0	0
ENSMUSG00000110498.1	1	4	3	6	1	3
ENSMUSG00000110499.1	18	14	21	21	4	6
ENSMUSG00000110500.1	0	0	0	0	0	2
ENSMUSG00000110501.1	0	0	0	0	0	0
ENSMUSG00000110502.1	1	0	0	1	2	0
ENSMUSG00000110503.1	2	0	0	0	0	0
ENSMUSG00000110504.1	19	7	7	15	6	11
ENSMUSG00000110505.1	0	3	2	1	1	0
ENSMUSG00000110506.1	0	0	2	1	0	0
ENSMUSG00000110507.1	0	0	1	0	0	0
ENSMUSG00000110508.1	0	0	0	0	0	0
ENSMUSG00000110509.1	0	0	0	0	0	0
ENSMUSG00000110510.1	1	0	0	0	0	1
ENSMUSG00000110511.1	0	0	0	0	0	0
ENSMUSG00000110512.1	0	1	0	0	0	0
ENSMUSG00000110513.1	0	0	0	0	0	0
ENSMUSG00000110514.1	3	6	0	2	5	0
ENSMUSG00000110515.1	8	12	8	8	4	6
ENSMUSG00000110516.1	0	1	0	0	1	0
ENSMUSG00000110517.1	0	0	0	0	0	0
ENSMUSG00000110518.1	0	0	0	0	0	0
ENSMUSG00000110519.2	0	0	0	1	0	0
ENSMUSG00000110520.1	0	0	0	0	0	0
ENSMUSG00000110521.1	0	0	0	0	0	0
ENSMUSG00000110522.1	0	0	0	0	0	0
ENSMUSG00000110523.1	11	36	16	77	8	14
ENSMUSG00000110524.1	2	4	3	1	1	2
ENSMUSG00000110525.1	19	25	18	27	10	10
ENSMUSG00000110526.2	0	0	0	0	0	0
ENSMUSG00000110527.1	0	0	0	1	0	0
ENSMUSG00000110528.1	15	24	18	24	17	24
ENSMUSG00000110529.1	116	130	183	318	142	139
ENSMUSG00000110530.1	1	0	0	0	0	1
ENSMUSG00000110531.1	0	0	0	0	0	0
ENSMUSG00000110532.1	10	12	12	17	7	13
ENSMUSG00000110533.1	6	2	0	1	3	2
ENSMUSG00000110534.1	9	13	8	8	2	3
ENSMUSG00000110535.1	0	0	0	0	0	0
ENSMUSG00000110536.1	0	0	0	0	0	0
ENSMUSG00000110537.1	27	27	50	47	19	19
ENSMUSG00000110538.1	0	0	1	0	0	0
ENSMUSG00000110539.1	0	1	2	1	0	1
ENSMUSG00000110540.1	181	217	143	223	119	147
ENSMUSG00000110541.1	1	1	0	4	1	0
ENSMUSG00000110542.1	0	2	0	1	0	0
ENSMUSG00000110543.1	0	0	0	0	0	1
ENSMUSG00000110544.1	0	0	2	0	0	0
ENSMUSG00000110545.1	126	151	126	157	65	95
ENSMUSG00000110546.1	37	32	36	40	39	37
ENSMUSG00000110547.1	15	15	9	18	8	10
ENSMUSG00000110548.1	0	0	0	0	0	0
ENSMUSG00000110549.1	0	0	0	0	0	0
ENSMUSG00000110550.1	0	1	2	6	0	0
ENSMUSG00000110551.1	0	2	1	0	0	0
ENSMUSG00000110552.1	0	0	0	0	0	0
ENSMUSG00000110553.1	0	0	0	0	0	0
ENSMUSG00000110554.1	82	112	77	147	58	63
ENSMUSG00000110555.1	0	0	0	0	0	0
ENSMUSG00000110556.1	9	4	15	11	4	4
ENSMUSG00000110557.1	0	0	0	1	0	0
