GeneID	mESC_DMSO_rep1	mESC_DMSO_rep2	mESC_DMSO_rep3	mESC_EPZ_rep1	mESC_EPZ_rep2	mESC_EPZ_rep3
ENSMUSG00000002679.14	3977	2876	3407	4349	2773	4414
ENSMUSG00000002688.8	527	370	533	513	479	577
ENSMUSG00000002699.13	0	1	0	0	0	1
ENSMUSG00000002718.14	28017	21564	20344	29269	22068	26975
ENSMUSG00000002728.14	11394	7894	8982	12964	8364	11901
ENSMUSG00000002731.6	2940	2068	2549	3493	2111	3534
ENSMUSG00000002732.14	679	368	655	708	338	833
ENSMUSG00000002733.8	4884	3240	3991	5098	3091	4989
ENSMUSG00000002741.9	7798	5603	6732	9579	5784	9394
ENSMUSG00000002748.7	13823	11123	10834	13012	9871	12354
ENSMUSG00000002763.16	4594	3555	4794	5041	3237	5465
ENSMUSG00000002767.13	7485	6757	5683	8076	5864	7016
ENSMUSG00000002768.7	10245	6438	9063	12143	6003	11497
ENSMUSG00000002769.8	344	475	253	456	403	350
ENSMUSG00000002771.12	204	197	193	270	225	317
ENSMUSG00000002778.14	13872	9620	13442	13612	8349	15228
ENSMUSG00000002781.19	2560	2363	1865	2911	2419	2467
ENSMUSG00000002791.16	24	18	34	51	18	61
ENSMUSG00000002797.9	2273	1815	1312	2221	1640	1557
ENSMUSG00000002799.6	11510	6470	11163	12866	6320	13970
ENSMUSG00000002803.14	1947	1188	1694	2130	1100	2106
ENSMUSG00000002804.4	4710	2725	4125	5845	2466	5812
ENSMUSG00000002808.7	830	632	815	791	608	847
ENSMUSG00000002812.4	7148	4705	6761	8089	4472	8688
ENSMUSG00000002814.15	2050	1657	1576	2111	1621	2098
ENSMUSG00000002820.6	4094	3719	2664	3931	3308	3280
ENSMUSG00000002825.8	3174	2692	2461	3083	2371	2857
ENSMUSG00000002831.13	68	50	45	86	46	79
ENSMUSG00000002833.11	11055	8000	9393	12089	7461	11479
ENSMUSG00000002835.8	8009	6664	6137	8146	6434	6948
ENSMUSG00000002844.9	15083	10496	12088	16865	9041	14638
ENSMUSG00000002845.14	11445	11251	9109	10304	8361	9540
ENSMUSG00000002846.9	5253	3670	4341	5556	3452	5165
ENSMUSG00000002847.7	407	323	232	382	341	276
ENSMUSG00000002870.8	26355	22244	18507	27333	23150	22136
ENSMUSG00000002871.14	3068	2302	3537	2930	2017	3610
ENSMUSG00000002881.14	1589	1234	1965	1949	1268	2570
ENSMUSG00000002885.14	2311	3048	1222	2108	2216	1589
ENSMUSG00000002897.5	1160	1070	1080	1027	942	1083
ENSMUSG00000002900.16	41803	25298	42778	35605	19757	41695
ENSMUSG00000002908.17	739	652	621	628	469	714
ENSMUSG00000002910.11	1570	1474	1023	1483	1297	1258
ENSMUSG00000002930.6	0	0	0	0	0	0
ENSMUSG00000002944.15	23	12	13	16	33	23
ENSMUSG00000002948.19	4202	3155	3448	4371	2972	4182
ENSMUSG00000002949.15	7670	6454	6649	8066	5727	8142
ENSMUSG00000002957.11	16874	12426	14175	17466	12174	16759
ENSMUSG00000002963.17	2443	2252	1892	2848	2161	2444
ENSMUSG00000002968.9	9200	7078	7568	10834	7104	9076
ENSMUSG00000002980.14	53152	23152	59139	53205	20808	60946
ENSMUSG00000002981.10	13084	10583	12813	12999	9394	14242
ENSMUSG00000002983.17	1685	1537	1326	1841	1321	1730
ENSMUSG00000002984.17	11808	10595	8835	13233	10943	10404
ENSMUSG00000002985.16	172518	181597	115083	143791	140215	112672
ENSMUSG00000002992.17	0	0	0	0	2	0
ENSMUSG00000002996.17	9096	7211	7675	9151	6335	9378
ENSMUSG00000002997.15	1765	1472	1112	1783	1533	1372
ENSMUSG00000003031.14	7211	4509	7206	6686	3873	7883
ENSMUSG00000003032.8	5042	6482	2692	4328	4893	2887
ENSMUSG00000003033.15	3791	3285	2765	4736	3345	3770
ENSMUSG00000003037.16	5934	4571	4903	6926	4846	6797
ENSMUSG00000003038.15	18052	11811	17212	19556	11366	22886
ENSMUSG00000003039.9	7214	5603	5761	7634	5290	7149
ENSMUSG00000003051.13	4227	4522	2887	5044	4352	4059
ENSMUSG00000003053.17	9	10	7	18	19	9
ENSMUSG00000003062.13	7524	6409	6564	7040	4877	6764
ENSMUSG00000003068.16	10775	7984	9640	11591	7588	11063
ENSMUSG00000003070.6	1120	867	1064	1119	780	1053
ENSMUSG00000003072.15	18349	15910	14829	21938	15280	19335
ENSMUSG00000003099.11	12708	9251	10027	15387	10108	12949
ENSMUSG00000003119.14	3998	3352	3140	4094	3583	4039
ENSMUSG00000003123.15	579	489	315	551	505	340
ENSMUSG00000003131.7	9532	6103	8661	10018	6117	10427
ENSMUSG00000003134.10	4990	2400	4355	5518	2215	5280
ENSMUSG00000003135.15	5561	4225	4442	6215	4221	5572
ENSMUSG00000003153.10	406779	261846	519043	382428	218270	576067
ENSMUSG00000003154.15	1978	1163	2085	2156	1121	2479
ENSMUSG00000003161.15	3880	2407	3947	4833	2461	5902
ENSMUSG00000003166.20	8080	7027	7454	6750	6028	7295
ENSMUSG00000003184.15	5364	3880	4519	5615	3468	5386
ENSMUSG00000003190.12	2730	1935	2399	2873	1606	2720
ENSMUSG00000003198.10	490	444	422	516	411	575
ENSMUSG00000003199.16	8334	6198	7030	9053	5966	8457
ENSMUSG00000003200.9	10252	6827	8722	12515	6810	11075
ENSMUSG00000003206.6	83	120	64	59	109	45
ENSMUSG00000003208.8	930	622	723	949	632	852
ENSMUSG00000003226.7	21768	16910	18149	20060	15627	20381
ENSMUSG00000003227.4	10	8	2	14	8	10
ENSMUSG00000003228.8	182	212	128	171	215	150
ENSMUSG00000003233.12	5935	3621	5914	7172	3615	7779
ENSMUSG00000003234.16	3947	2781	3279	4633	2610	4162
ENSMUSG00000003235.13	15088	12347	11097	16587	11720	14242
ENSMUSG00000003269.17	6306	4358	5470	7445	4389	6925
ENSMUSG00000003271.17	279	346	179	329	291	270
ENSMUSG00000003273.14	580	374	869	697	301	1019
ENSMUSG00000003279.16	58	65	51	74	76	66
ENSMUSG00000003282.9	1291	1019	1288	867	818	1095
ENSMUSG00000003283.14	412	212	313	561	218	524
ENSMUSG00000003299.10	5305	4973	3741	5539	4348	4783
ENSMUSG00000003308.15	3769	2661	3352	4496	2618	4409
ENSMUSG00000003309.14	11184	6907	9619	11995	5587	12106
ENSMUSG00000003316.14	17976	14723	17682	13293	11965	15568
ENSMUSG00000003341.9	793	574	440	816	666	642
ENSMUSG00000003344.14	10201	7071	8481	11749	7241	10126
ENSMUSG00000003345.16	11262	8508	10491	13402	8889	13395
ENSMUSG00000003346.14	5845	4589	4999	7361	4456	6660
ENSMUSG00000003348.10	2370	1514	2263	2933	1580	2833
ENSMUSG00000003352.14	5411	3075	5414	5714	2884	6135
ENSMUSG00000003354.6	40	26	20	51	21	42
ENSMUSG00000003355.7	3189	2806	2475	2717	1973	2567
ENSMUSG00000003360.15	12215	9630	10359	12804	8956	12708
ENSMUSG00000003363.15	10817	8399	9569	10893	6754	11373
ENSMUSG00000003378.9	4966	2461	5873	5792	2344	6744
ENSMUSG00000003379.7	284	327	124	288	335	161
ENSMUSG00000003380.11	15028	12155	14259	14639	9716	15288
ENSMUSG00000003382.18	2779	1930	2209	3298	1953	3428
ENSMUSG00000003402.14	27157	20394	25732	25254	16571	27081
ENSMUSG00000003410.8	1180	1681	643	1037	1409	662
ENSMUSG00000003411.10	953	777	1051	1320	904	1379
ENSMUSG00000003418.11	119	134	86	115	186	176
ENSMUSG00000003420.8	504	582	299	556	541	345
ENSMUSG00000003421.13	4126	3124	3430	4913	3186	4435
ENSMUSG00000003423.15	3984	3697	3130	4378	3123	4108
ENSMUSG00000003429.11	131146	109088	85834	127937	89917	117790
ENSMUSG00000003435.9	16765	13559	13964	17458	12959	17093
ENSMUSG00000003436.11	510	621	718	479	652	603
ENSMUSG00000003437.14	6270	4259	5338	6484	3868	6474
ENSMUSG00000003438.17	9057	8007	7901	9758	7366	9261
ENSMUSG00000003444.8	1544	1137	1219	1849	1122	1642
ENSMUSG00000003452.15	686	649	789	562	560	645
ENSMUSG00000003458.12	10990	7160	12529	10400	6075	12829
ENSMUSG00000003464.13	9692	6708	8975	11207	6397	11275
ENSMUSG00000003469.9	610	344	583	827	433	727
ENSMUSG00000003476.16	59	44	26	97	54	39
ENSMUSG00000003477.5	0	0	0	0	1	0
ENSMUSG00000003484.4	2	2	0	5	3	8
ENSMUSG00000003500.13	4110	3266	3210	4979	3556	4320
ENSMUSG00000003505.15	6	6	5	4	7	3
ENSMUSG00000003518.13	2017	1307	2048	2611	1653	2952
ENSMUSG00000003526.12	1504	1622	990	1347	1340	946
ENSMUSG00000003527.9	3266	2638	2628	3501	2371	3135
ENSMUSG00000003528.15	10728	9585	8171	11287	8734	9840
ENSMUSG00000003531.15	3598	2823	2700	3720	2629	3452
ENSMUSG00000003534.17	21405	10947	28460	20375	10118	28251
ENSMUSG00000003541.6	2696	2446	2799	3681	2608	4291
ENSMUSG00000003545.3	117	87	225	123	71	248
ENSMUSG00000003546.9	1865	1600	1690	2093	1566	2212
ENSMUSG00000003549.9	2172	1618	1965	2257	1575	2263
ENSMUSG00000003555.7	3	5	9	11	7	14
ENSMUSG00000003559.7	724	654	286	792	690	366
ENSMUSG00000003573.15	4767	3800	3734	5282	3131	4338
ENSMUSG00000003575.13	1007	799	740	966	740	893
ENSMUSG00000003581.14	2303	1506	2374	2348	1274	2763
ENSMUSG00000003585.13	494	582	289	580	578	439
ENSMUSG00000003604.14	1238	1079	877	1171	970	1028
ENSMUSG00000003617.16	34	5	15	21	10	18
ENSMUSG00000003623.4	4737	3624	3828	5559	3388	5484
ENSMUSG00000003644.17	13984	11411	10682	16379	11422	15023
ENSMUSG00000003657.9	38	41	23	52	27	23
ENSMUSG00000003660.10	22213	17256	17667	22090	17154	20904
ENSMUSG00000003662.10	4788	3498	3823	5252	3160	4934
ENSMUSG00000003665.7	3	2	3	5	6	1
ENSMUSG00000003680.15	3324	2594	2731	3435	2370	3432
ENSMUSG00000003721.14	2817	2025	2576	2576	1776	2608
ENSMUSG00000003731.13	10645	8237	9268	11252	8456	11615
ENSMUSG00000003746.16	1375	1303	1164	1203	1235	1156
ENSMUSG00000003752.9	2005	1286	1796	2234	1225	2288
ENSMUSG00000003762.13	1420	1205	1385	1479	922	1555
ENSMUSG00000003778.14	15471	11943	13734	14943	10782	14999
ENSMUSG00000003779.15	22225	13783	18402	24853	14199	22392
ENSMUSG00000003808.18	6860	6074	5252	7501	6048	6427
ENSMUSG00000003809.14	12317	7631	7908	13284	6638	9034
ENSMUSG00000003810.12	8679	6399	7141	8464	5952	8303
ENSMUSG00000003812.13	3527	3702	2494	2964	2632	2721
ENSMUSG00000003813.15	6720	5579	5729	7978	5579	7874
ENSMUSG00000003814.8	103405	96444	82384	90183	75580	89252
ENSMUSG00000003824.12	5405	5586	3611	5118	5220	4610
ENSMUSG00000003847.16	5441	4491	5619	5026	4037	5861
ENSMUSG00000003848.14	7121	5800	5220	7490	5477	6884
ENSMUSG00000003849.8	1867	1541	1112	2434	1455	1914
ENSMUSG00000003863.18	754	889	581	853	889	835
ENSMUSG00000003865.16	3817	3478	3300	4001	3581	4407
ENSMUSG00000003868.14	27385	22015	17993	34230	23371	24256
ENSMUSG00000003872.9	115	107	81	132	91	78
ENSMUSG00000003873.11	13478	10346	11122	14825	9434	13993
ENSMUSG00000003882.5	1	1	7	1	3	0
ENSMUSG00000003923.14	8070	6636	5703	8631	6810	7714
ENSMUSG00000003929.10	2546	2029	1815	2426	1921	2271
ENSMUSG00000003934.5	979	667	1076	924	501	1209
ENSMUSG00000003948.17	3357	1775	4230	4077	1684	4799
ENSMUSG00000003949.16	19	14	12	15	32	6
ENSMUSG00000003955.8	6234	9222	4036	5328	7744	5487
ENSMUSG00000003970.9	166209	127460	126408	191668	119866	156053
ENSMUSG00000003974.6	0	0	0	0	0	0
ENSMUSG00000003992.15	384	245	514	439	282	594
ENSMUSG00000004018.9	2042	2113	1323	2092	1937	1549
ENSMUSG00000004031.13	43	102	32	51	101	48
ENSMUSG00000004032.10	1779	900	1565	2368	1127	2266
ENSMUSG00000004035.12	241	180	207	338	218	297
ENSMUSG00000004038.9	3643	2227	1390	4433	2519	2403
ENSMUSG00000004040.16	3889	3604	3540	4378	3345	4372
ENSMUSG00000004043.14	632	403	698	777	431	858
ENSMUSG00000004044.9	14846	4926	15488	23792	6586	25771
ENSMUSG00000004054.8	3232	2061	3084	3776	2117	3809
ENSMUSG00000004056.15	4915	4060	4093	5270	4107	5130
ENSMUSG00000004069.17	8007	6423	5648	8703	6336	7180
ENSMUSG00000004070.15	3224	2315	2852	3453	2206	3563
ENSMUSG00000004071.13	6123	3740	5912	6740	3598	7010
ENSMUSG00000004085.14	5229	1972	5386	5526	2142	6294
ENSMUSG00000004096.9	7445	5229	5703	8179	5013	7854
ENSMUSG00000004098.7	977	1026	742	1230	1006	1299
ENSMUSG00000004099.16	24065	21809	18029	23853	19665	21071
ENSMUSG00000004100.12	11214	10662	7835	11973	9934	9684
ENSMUSG00000004105.8	1412	389	1326	972	367	1096
ENSMUSG00000004110.16	6	3	8	8	3	20
ENSMUSG00000004113.18	776	589	950	854	652	1190
ENSMUSG00000004127.12	2712	2242	2041	3090	2226	2695
ENSMUSG00000004151.17	576	671	820	371	620	460
ENSMUSG00000004187.11	1287	1074	1228	1220	853	1506
ENSMUSG00000004207.14	79442	62651	71208	77234	53619	83369
ENSMUSG00000004221.16	3542	2284	3244	3743	2131	4221
ENSMUSG00000004231.15	16	9	24	30	11	34
ENSMUSG00000004233.14	567	512	586	570	427	756
ENSMUSG00000004263.15	709	431	672	741	368	825
ENSMUSG00000004264.17	24975	21307	20099	28586	20197	26168
ENSMUSG00000004266.15	1472	1571	1231	1944	1547	1864
ENSMUSG00000004267.16	1451	864	1642	2045	874	2330
ENSMUSG00000004268.11	11113	9582	7999	11729	8751	10147
ENSMUSG00000004270.13	7211	6216	6093	6387	5059	6507
ENSMUSG00000004285.12	9849	8569	7354	10686	8082	10300
ENSMUSG00000004296.14	0	1	0	0	0	0
ENSMUSG00000004317.14	7607	4786	8859	7369	4140	9258
ENSMUSG00000004319.15	14558	12215	14993	11076	9375	12129
ENSMUSG00000004328.15	1603	1046	1784	1662	1238	2294
ENSMUSG00000004341.8	177	273	115	255	337	169
ENSMUSG00000004344.12	0	0	0	0	0	0
ENSMUSG00000004347.16	67	34	73	95	45	100
ENSMUSG00000004356.8	9219	7042	8182	9440	6411	9653
ENSMUSG00000004359.16	51	57	18	34	54	30
ENSMUSG00000004360.9	21	3	9	22	19	23
ENSMUSG00000004364.14	13473	10503	10750	13712	10466	13708
ENSMUSG00000004366.4	0	0	0	0	1	0
ENSMUSG00000004371.14	215	91	316	195	86	376
ENSMUSG00000004383.18	4040	2311	4836	3329	2008	4401
ENSMUSG00000004393.10	8494	6009	6677	9579	6339	8525
ENSMUSG00000004394.12	12165	6817	12630	12079	5920	13152
ENSMUSG00000004415.15	440	276	492	596	323	710
ENSMUSG00000004446.12	4219	2981	3144	4427	2880	3773
ENSMUSG00000004451.14	8713	6014	7876	9941	6012	11040
ENSMUSG00000004455.16	18669	17265	13946	21806	17799	18690
ENSMUSG00000004460.17	10501	7167	9305	9433	6192	9900
ENSMUSG00000004462.7	2320	1594	1924	2406	1528	2246
ENSMUSG00000004473.10	195	134	189	191	123	215
ENSMUSG00000004500.9	378	223	405	474	228	565
ENSMUSG00000004508.6	471	343	549	543	360	717
ENSMUSG00000004530.12	18975	13941	16328	21282	14272	19822
ENSMUSG00000004535.12	18583	11973	15539	18246	10641	18758
ENSMUSG00000004540.7	159	53	237	209	72	367
ENSMUSG00000004542.15	81	117	91	79	98	115
ENSMUSG00000004552.16	0	0	0	1	2	0
ENSMUSG00000004558.15	2228	1841	1664	2339	1804	2148
ENSMUSG00000004561.14	2821	2203	2554	2563	1740	2639
ENSMUSG00000004562.16	1903	744	2371	2225	903	2867
ENSMUSG00000004565.15	6390	5944	6097	5963	4928	6430
ENSMUSG00000004567.16	6793	5882	6712	6383	5098	7095
ENSMUSG00000004568.12	10235	6253	11325	10151	5779	11869
ENSMUSG00000004591.16	15595	13516	14263	14105	12009	15673
ENSMUSG00000004609.11	0	0	3	3	1	1
ENSMUSG00000004610.4	647	638	406	648	497	509
ENSMUSG00000004612.9	5	3	0	2	0	0
ENSMUSG00000004626.14	10364	6644	10220	11847	6195	12873
ENSMUSG00000004630.18	6	2	1	3	4	2
ENSMUSG00000004631.15	5145	2756	5309	4716	2126	5118
ENSMUSG00000004633.17	601	305	737	991	372	1188
ENSMUSG00000004637.15	1101	824	784	1278	870	1183
ENSMUSG00000004642.13	9016	6959	6462	9025	7058	8009
ENSMUSG00000004651.6	0	0	0	0	0	0
ENSMUSG00000004654.6	3	0	3	2	1	2
ENSMUSG00000004655.5	85	24	130	65	33	98
ENSMUSG00000004661.15	8621	4521	9421	9409	4415	10809
ENSMUSG00000004665.10	36538	12802	35743	45330	15057	42650
ENSMUSG00000004667.18	21456	19563	14244	24392	18778	20277
ENSMUSG00000004668.14	4	8	5	8	11	6
ENSMUSG00000004677.17	7537	5030	7284	7769	4848	8581
ENSMUSG00000004698.10	162	168	107	200	208	144
ENSMUSG00000004707.14	6	1	6	1	3	1
ENSMUSG00000004709.14	0	0	1	0	0	1
ENSMUSG00000004730.14	14	13	41	9	21	46
ENSMUSG00000004748.5	846	848	634	949	782	684
ENSMUSG00000004768.14	3643	2309	2443	3753	2340	3137
ENSMUSG00000004771.12	8895	5329	7923	10223	5146	10435
ENSMUSG00000004788.11	4632	3688	3979	5524	3466	5042
ENSMUSG00000004789.10	17160	12131	14643	18703	11758	17784
ENSMUSG00000004791.7	489	284	495	657	310	764
ENSMUSG00000004798.14	1581	839	1756	1786	1097	2043
ENSMUSG00000004814.10	0	1	0	0	0	0
ENSMUSG00000004815.12	2916	2212	2427	2717	1851	2648
ENSMUSG00000004821.1	0	0	0	0	0	0
ENSMUSG00000004837.2	18	3	18	15	2	22
ENSMUSG00000004842.18	0	0	0	0	0	0
ENSMUSG00000004843.7	4644	2730	4983	5239	2827	6624
ENSMUSG00000004846.10	9835	5976	10303	10160	5456	11622
ENSMUSG00000004849.14	6851	5344	5893	8449	5365	8095
ENSMUSG00000004864.12	7729	6903	5522	7399	5922	6411
ENSMUSG00000004865.15	17376	14152	14132	17618	13120	16749
ENSMUSG00000004872.15	48	24	37	48	18	63
ENSMUSG00000004880.11	56062	45722	54143	47948	36457	51587
ENSMUSG00000004885.5	1189	908	961	1447	1059	1428
ENSMUSG00000004891.16	6606	2627	8278	6453	3663	7741
ENSMUSG00000004892.13	279	372	216	282	375	219
ENSMUSG00000004894.10	4	4	1	1	3	3
ENSMUSG00000004895.9	6897	4742	6018	8251	4985	7985
ENSMUSG00000004896.16	3760	2772	3012	3601	2372	3629
ENSMUSG00000004897.16	58084	41060	48582	66858	42375	61064
ENSMUSG00000004902.7	17	17	18	20	15	21
ENSMUSG00000004929.12	10677	9676	7635	12009	9797	9052
ENSMUSG00000004931.11	2905	2482	2264	3285	2464	2908
ENSMUSG00000004933.17	353	308	270	301	266	313
ENSMUSG00000004934.14	4258	3648	3358	5106	3593	4170
ENSMUSG00000004936.8	13780	11703	9838	14482	11940	12674
ENSMUSG00000004937.6	12799	9511	10061	15894	10406	13583
ENSMUSG00000004939.7	4	4	4	6	3	5
ENSMUSG00000004945.15	3422	2582	3172	3968	2482	4561
ENSMUSG00000004947.15	3641	3002	3360	3989	2702	4098
ENSMUSG00000004948.12	159	254	60	168	318	82
ENSMUSG00000004951.10	16282	14119	11055	21475	14454	18898
ENSMUSG00000004952.13	985	930	537	1188	1054	883
ENSMUSG00000004961.7	473	467	568	683	547	783
ENSMUSG00000004980.16	133743	104528	107314	124627	96864	130930
ENSMUSG00000004988.9	3	5	2	4	4	2
ENSMUSG00000004994.12	1332	1109	1029	1549	1000	1344
ENSMUSG00000004996.9	5183	3856	3947	5741	3419	5042
ENSMUSG00000005034.15	5351	3592	4723	5476	3499	5594
ENSMUSG00000005043.13	804	563	845	770	488	928
ENSMUSG00000005045.16	1382	1061	1123	1648	1103	1635
ENSMUSG00000005054.7	8529	6551	7125	10243	5747	10587
ENSMUSG00000005057.13	460	407	288	381	440	293
ENSMUSG00000005069.12	6749	5941	5565	7321	5177	6765
ENSMUSG00000005078.16	5038	4270	4490	4425	3371	4688
ENSMUSG00000005087.17	1126	442	1045	1299	558	1527
ENSMUSG00000005089.15	16	13	27	23	14	50
ENSMUSG00000005102.13	3327	2622	2757	3420	2513	3321
ENSMUSG00000005103.12	12735	8073	11357	16557	8825	15080
ENSMUSG00000005107.13	19	10	12	26	16	18
ENSMUSG00000005124.10	607	233	679	788	298	1182
ENSMUSG00000005125.13	2127	3498	2169	2356	3147	3265
ENSMUSG00000005131.4	440	188	411	635	169	614
ENSMUSG00000005142.10	10858	8162	8385	9274	6297	8488
ENSMUSG00000005148.8	7338	7722	4900	8442	7315	7035
ENSMUSG00000005150.16	1697	1289	1357	1786	1185	1649
ENSMUSG00000005161.15	30123	25141	26114	31499	21608	32349
ENSMUSG00000005198.15	14131	12755	11167	14552	12197	13687
ENSMUSG00000005202.2	1	1	0	6	0	2
ENSMUSG00000005204.12	20857	19619	14405	21538	17263	17841
ENSMUSG00000005220.10	160	51	291	139	55	282
ENSMUSG00000005225.15	2826	2179	2371	2879	2056	2856
ENSMUSG00000005232.11	0	1	2	0	1	2
ENSMUSG00000005233.16	7985	4608	5555	9697	4705	7831
ENSMUSG00000005237.14	339	250	257	473	269	376
ENSMUSG00000005251.15	4504	1905	4762	5882	2027	6244
ENSMUSG00000005262.13	4148	3025	3353	4515	2808	4194
ENSMUSG00000005267.13	235	160	224	363	205	325
ENSMUSG00000005268.20	363	430	222	251	395	201
ENSMUSG00000005299.6	6064	4803	5202	5696	4607	5905
ENSMUSG00000005312.15	21387	15254	17010	22767	15082	21985
ENSMUSG00000005320.9	383	281	175	518	352	265
ENSMUSG00000005338.13	50	61	56	27	74	51
ENSMUSG00000005339.10	0	0	0	0	0	0
ENSMUSG00000005354.16	10539	8062	8377	12264	8307	10739
ENSMUSG00000005355.9	27	8	9	26	16	20
ENSMUSG00000005357.9	258	135	265	304	211	433
ENSMUSG00000005360.14	4315	3101	4442	3092	2537	3501
ENSMUSG00000005362.14	3670	3021	2913	3926	2688	3777
ENSMUSG00000005364.11	0	0	0	0	0	0
ENSMUSG00000005370.3	43791	37093	26420	45214	35155	32272
ENSMUSG00000005371.14	8337	5297	7167	8369	4850	8525
ENSMUSG00000005373.13	768	553	379	866	629	585
ENSMUSG00000005374.13	7185	6719	5201	5969	5925	5218
ENSMUSG00000005378.17	4794	3967	3444	5231	3640	4392
ENSMUSG00000005397.8	12052	12400	9300	10048	9924	10277
ENSMUSG00000005410.6	22155	21312	15526	22181	20696	17424
ENSMUSG00000005413.8	6088	5840	5103	7522	6800	7185
ENSMUSG00000005417.17	18953	11391	18020	21607	11204	23692
ENSMUSG00000005442.13	13484	11151	11245	13945	10541	12701
ENSMUSG00000005447.12	5382	4467	4326	5483	4016	5301
ENSMUSG00000005465.9	66	84	44	52	84	66
ENSMUSG00000005469.10	5352	4029	4827	6234	3870	5635
ENSMUSG00000005470.8	2928	2611	1810	2929	2566	2171
ENSMUSG00000005474.9	1	7	9	5	1	8
ENSMUSG00000005481.18	15971	14323	11858	17923	14057	15416
ENSMUSG00000005483.10	5523	4154	4360	6441	4142	5643
ENSMUSG00000005493.15	178	184	73	203	130	110
ENSMUSG00000005501.14	1973	1242	1891	2140	1160	2321
ENSMUSG00000005503.8	21	12	20	25	22	41
ENSMUSG00000005505.12	2042	1423	1810	2284	1396	2380
ENSMUSG00000005506.16	24499	18126	20472	25329	18651	25092
ENSMUSG00000005510.9	7165	5323	5422	7815	5060	6539
ENSMUSG00000005514.14	7679	7564	7293	7594	6495	8384
ENSMUSG00000005533.10	17223	6622	22464	14130	5748	20047
ENSMUSG00000005534.10	5604	3702	7059	4225	2961	6394
ENSMUSG00000005540.10	1	0	1	0	0	0
ENSMUSG00000005547.14	0	0	2	1	1	0
ENSMUSG00000005553.14	334	271	179	360	312	250
ENSMUSG00000005566.14	78741	73603	55510	84782	73392	68095
ENSMUSG00000005575.16	11097	7378	9693	13452	7491	12991
ENSMUSG00000005580.11	201	180	197	199	164	248
ENSMUSG00000005583.16	5	5	2	4	12	3
ENSMUSG00000005609.16	10087	5675	11543	11948	5505	16110
ENSMUSG00000005610.17	106395	77680	88939	113190	77966	117201
ENSMUSG00000005611.15	8	3	6	12	5	9
ENSMUSG00000005615.15	2187	1560	1833	2480	1614	2356
ENSMUSG00000005621.11	3239	2067	2861	3380	1923	3554
ENSMUSG00000005625.15	17406	12987	13605	19364	12286	17505
ENSMUSG00000005628.12	43	37	58	53	40	67
ENSMUSG00000005640.11	58	22	71	82	17	96
ENSMUSG00000005649.17	1	2	2	1	1	3
ENSMUSG00000005656.9	8757	5473	7701	9757	5195	10062
ENSMUSG00000005667.8	7111	6125	4032	6879	6059	4637
ENSMUSG00000005672.12	6644	8212	3505	4962	6250	3284
ENSMUSG00000005674.9	3243	2779	2644	3483	2644	3210
ENSMUSG00000005677.14	13	12	9	14	17	18
ENSMUSG00000005681.12	706	1623	326	655	1194	503
ENSMUSG00000005682.9	7468	6045	6357	7005	5482	7162
ENSMUSG00000005683.8	30729	23766	24048	33161	24380	30446
ENSMUSG00000005686.17	472	337	202	543	349	360
ENSMUSG00000005687.14	15703	12930	10076	16828	11624	13175
ENSMUSG00000005696.11	1	0	0	0	3	0
ENSMUSG00000005698.15	13623	11219	11485	13679	10363	13357
ENSMUSG00000005699.16	944	842	883	1096	767	1158
ENSMUSG00000005705.10	38	67	28	51	50	38
ENSMUSG00000005716.16	0	0	2	0	0	3
ENSMUSG00000005718.8	1854	1801	1448	1737	1643	1643
ENSMUSG00000005732.14	14050	10637	10712	15057	10617	14040
ENSMUSG00000005763.15	13	1	10	24	3	10
ENSMUSG00000005774.12	2593	1844	2243	2610	1523	2508
ENSMUSG00000005779.12	22447	16745	16957	27036	16432	22030
ENSMUSG00000005800.3	0	0	0	0	2	0
ENSMUSG00000005802.12	2305	2320	2223	2308	2193	2456
ENSMUSG00000005803.14	91	51	93	111	106	153
ENSMUSG00000005804.14	3316	2187	2750	3737	2399	3665
ENSMUSG00000005813.12	8414	6867	6517	8961	6631	8115
ENSMUSG00000005823.8	3708	3083	3312	3643	2609	3763
ENSMUSG00000005824.6	0	0	0	0	0	0
ENSMUSG00000005836.9	144	91	86	202	73	127
ENSMUSG00000005846.12	28820	23060	21040	31678	22330	28225
ENSMUSG00000005864.7	8	3	9	8	1	14
ENSMUSG00000005871.14	13973	11547	11292	11638	10031	12265
ENSMUSG00000005873.5	13234	6720	14800	14121	5933	17409
ENSMUSG00000005881.13	12722	10413	12195	12891	8253	13639
ENSMUSG00000005882.18	5181	3711	4316	5621	3346	5659
ENSMUSG00000005883.15	70	21	125	76	14	177
ENSMUSG00000005886.14	4273	2544	4364	4027	2429	5304
ENSMUSG00000005891.7	38	30	17	21	20	8
ENSMUSG00000005892.4	8455	20877	9518	7604	22522	10561
ENSMUSG00000005893.14	5179	3890	4240	4731	3508	4807
ENSMUSG00000005897.14	1428	751	1685	1352	717	1895
ENSMUSG00000005899.14	8752	6868	7239	8847	6723	8742
ENSMUSG00000005907.14	1958	1540	1359	1886	1373	1822
