GeneID	mESC_DMSO_rep1	mESC_DMSO_rep2	mESC_DMSO_rep3	mESC_EPZ_rep1	mESC_EPZ_rep2	mESC_EPZ_rep3
ENSMUSG00000111611.1	0	0	2	0	0	0
ENSMUSG00000111612.1	0	0	0	0	0	0
ENSMUSG00000111613.1	25	36	40	56	30	42
ENSMUSG00000111615.1	0	0	0	0	0	0
ENSMUSG00000111616.1	0	0	0	0	0	0
ENSMUSG00000111617.1	41	41	44	49	46	46
ENSMUSG00000111618.1	0	0	0	0	0	0
ENSMUSG00000111619.1	1	5	2	1	2	3
ENSMUSG00000111620.1	1	0	0	2	2	3
ENSMUSG00000111621.1	1	0	0	4	2	0
ENSMUSG00000111622.1	0	0	0	0	0	0
ENSMUSG00000111623.1	0	0	0	0	0	0
ENSMUSG00000111625.1	0	1	0	3	0	0
ENSMUSG00000111626.1	8	5	12	3	3	5
ENSMUSG00000111627.1	0	0	0	0	0	0
ENSMUSG00000111629.1	5	0	9	2	0	5
ENSMUSG00000111630.1	0	0	0	0	0	0
ENSMUSG00000111631.1	0	0	0	0	0	0
ENSMUSG00000111632.1	0	0	0	1	0	0
ENSMUSG00000111633.1	0	0	0	0	0	0
ENSMUSG00000111635.1	0	1	0	1	0	0
ENSMUSG00000111637.1	0	0	0	0	0	0
ENSMUSG00000111638.1	0	0	0	0	0	0
ENSMUSG00000111639.1	5	8	4	5	6	8
ENSMUSG00000111641.1	0	0	0	0	0	0
ENSMUSG00000111643.1	0	0	0	0	0	0
ENSMUSG00000111645.1	0	0	0	0	0	0
ENSMUSG00000111646.1	19	13	16	8	13	18
ENSMUSG00000111648.1	0	0	0	0	0	0
ENSMUSG00000111649.1	0	0	2	2	4	0
ENSMUSG00000111651.1	0	0	0	0	0	0
ENSMUSG00000111652.1	0	0	0	0	0	0
ENSMUSG00000111654.1	0	0	0	1	0	2
ENSMUSG00000111655.1	0	1	1	0	0	0
ENSMUSG00000111656.1	109	52	110	117	47	157
ENSMUSG00000111657.1	0	0	0	0	0	0
ENSMUSG00000111658.1	21	44	10	23	47	14
ENSMUSG00000111660.1	0	0	0	0	0	0
ENSMUSG00000111661.1	9	4	5	9	6	6
ENSMUSG00000111662.1	100	33	119	116	40	132
ENSMUSG00000111663.1	0	0	0	0	0	0
ENSMUSG00000111664.1	68	100	77	99	88	95
ENSMUSG00000111665.1	6	9	6	6	5	5
ENSMUSG00000111666.1	0	1	0	0	0	0
ENSMUSG00000111667.1	0	0	0	0	0	0
ENSMUSG00000111668.1	0	0	0	0	0	0
ENSMUSG00000111669.1	0	0	0	0	0	0
ENSMUSG00000111670.1	0	0	0	0	0	0
ENSMUSG00000111671.1	167	162	145	194	124	146
ENSMUSG00000111672.1	0	0	0	0	0	0
ENSMUSG00000111673.1	44	25	14	36	17	18
ENSMUSG00000111674.1	0	0	0	0	0	0
ENSMUSG00000111675.1	1	0	0	0	0	0
ENSMUSG00000111678.2	0	0	0	0	0	0
ENSMUSG00000111679.1	0	2	2	1	1	0
ENSMUSG00000111680.1	0	0	0	0	0	0
ENSMUSG00000111681.1	2	1	0	2	0	1
ENSMUSG00000111682.1	0	0	0	0	0	1
ENSMUSG00000111683.1	0	0	0	0	0	0
ENSMUSG00000111684.1	16	8	13	13	7	11
ENSMUSG00000111685.1	4	2	1	2	4	2
ENSMUSG00000111686.1	48	40	57	58	36	40
ENSMUSG00000111687.1	0	0	0	0	0	0
ENSMUSG00000111689.1	0	0	0	0	0	0
ENSMUSG00000111690.1	0	1	0	0	0	0
ENSMUSG00000111691.1	0	0	0	0	2	0
ENSMUSG00000111692.1	10	2	9	4	4	2
ENSMUSG00000111693.1	0	0	0	0	0	0
ENSMUSG00000111694.1	0	0	0	0	0	0
ENSMUSG00000111695.1	0	0	0	1	2	1
ENSMUSG00000111696.1	0	0	0	0	0	0
ENSMUSG00000111697.1	0	0	0	0	0	0
ENSMUSG00000111698.1	0	0	0	0	0	0
ENSMUSG00000111699.1	2	1	12	12	2	3
ENSMUSG00000111700.1	0	0	0	0	0	0
ENSMUSG00000111702.1	0	0	0	0	0	0
ENSMUSG00000111703.1	1	0	0	2	0	2
ENSMUSG00000111704.1	0	0	0	0	0	0
ENSMUSG00000111707.1	0	0	0	0	0	0
ENSMUSG00000111708.1	0	0	0	0	0	0
ENSMUSG00000111709.1	0	0	0	0	0	0
ENSMUSG00000111710.1	0	0	0	0	0	2
ENSMUSG00000111711.1	0	0	0	0	0	0
ENSMUSG00000111712.1	4	3	4	0	8	2
ENSMUSG00000111713.1	0	0	0	3	1	1
ENSMUSG00000111715.1	0	0	0	0	0	0
ENSMUSG00000111716.1	0	0	0	0	0	0
ENSMUSG00000111717.1	0	0	0	0	0	0
ENSMUSG00000111719.1	0	0	0	0	0	0
ENSMUSG00000111720.1	3	5	0	10	8	4
ENSMUSG00000111722.1	100	58	71	80	51	90
ENSMUSG00000111725.1	2	0	0	3	3	1
ENSMUSG00000111726.1	0	0	0	1	1	0
ENSMUSG00000111728.1	0	0	0	0	0	0
ENSMUSG00000111729.1	0	0	0	0	0	0
ENSMUSG00000111730.1	0	1	0	0	0	0
ENSMUSG00000111731.1	3	0	0	0	0	0
ENSMUSG00000111732.1	0	0	0	0	0	0
ENSMUSG00000111733.1	4	2	2	2	6	5
ENSMUSG00000111734.1	0	1	0	0	1	2
ENSMUSG00000111736.1	0	0	0	0	0	0
ENSMUSG00000111737.1	1	2	1	1	1	1
ENSMUSG00000111738.1	0	0	0	0	0	0
ENSMUSG00000111739.1	0	0	0	0	0	0
ENSMUSG00000111740.1	37	30	40	26	27	42
ENSMUSG00000111741.1	1	0	0	0	0	0
ENSMUSG00000111743.1	6	2	4	8	6	4
ENSMUSG00000111744.1	24	31	18	22	34	17
ENSMUSG00000111746.1	3	4	4	9	1	15
ENSMUSG00000111747.2	0	0	0	0	0	0
ENSMUSG00000111748.1	0	1	0	0	0	0
ENSMUSG00000111749.1	0	0	0	0	0	0
ENSMUSG00000111750.1	0	0	0	0	0	0
ENSMUSG00000111751.1	0	0	0	0	0	0
ENSMUSG00000111752.1	0	0	0	0	0	0
ENSMUSG00000111753.1	1	0	0	0	0	0
ENSMUSG00000111754.1	0	0	0	0	0	0
ENSMUSG00000111755.1	0	0	0	0	0	0
ENSMUSG00000111756.1	7	1	3	2	0	4
ENSMUSG00000111757.1	0	0	0	0	0	0
ENSMUSG00000111758.1	2	2	0	1	0	3
ENSMUSG00000111759.1	0	0	1	0	0	0
ENSMUSG00000111760.1	0	1	0	0	0	0
ENSMUSG00000111761.1	0	0	0	0	0	1
ENSMUSG00000111762.1	0	0	0	0	0	0
ENSMUSG00000111763.1	2	1	0	0	0	0
ENSMUSG00000111764.1	0	0	0	0	0	0
ENSMUSG00000111765.1	2	0	2	0	3	0
ENSMUSG00000111766.1	0	0	0	0	0	0
ENSMUSG00000111767.1	0	0	0	1	3	0
ENSMUSG00000111769.1	2	0	0	3	3	3
ENSMUSG00000111770.1	0	0	0	0	0	0
ENSMUSG00000111771.1	15	39	2	15	47	7
ENSMUSG00000111772.2	0	0	0	0	0	0
ENSMUSG00000111774.1	0	0	1	0	1	0
ENSMUSG00000111776.1	0	0	0	0	0	0
ENSMUSG00000111777.1	0	0	0	1	0	0
ENSMUSG00000111778.1	0	0	0	0	0	0
ENSMUSG00000111780.1	0	0	0	0	0	0
ENSMUSG00000111781.1	0	0	0	0	0	0
ENSMUSG00000111782.1	0	0	0	0	0	0
ENSMUSG00000111783.1	0	0	0	0	0	0
ENSMUSG00000111785.1	0	0	0	0	0	0
ENSMUSG00000111786.1	0	0	2	0	0	0
ENSMUSG00000111787.1	0	0	0	0	0	0
ENSMUSG00000111788.1	0	0	0	0	0	0
ENSMUSG00000111789.1	0	0	0	0	0	0
ENSMUSG00000111792.1	1	0	1	2	2	4
ENSMUSG00000111793.1	8	3	5	4	1	2
ENSMUSG00000111794.1	0	0	2	0	0	0
ENSMUSG00000111795.1	0	0	0	0	0	0
ENSMUSG00000111796.1	0	0	0	0	2	0
ENSMUSG00000111797.1	0	0	0	0	0	0
ENSMUSG00000111799.1	0	0	0	0	0	0
ENSMUSG00000111800.1	1	1	2	3	2	0
ENSMUSG00000111801.1	0	0	1	0	0	1
ENSMUSG00000111802.1	0	0	0	0	0	0
ENSMUSG00000111803.1	0	0	0	0	0	0
ENSMUSG00000111805.1	0	0	0	1	0	0
ENSMUSG00000111806.1	0	0	1	1	0	0
ENSMUSG00000111807.1	0	2	0	0	0	0
ENSMUSG00000111808.1	5	5	1	4	4	7
ENSMUSG00000111809.1	0	0	0	0	0	0
ENSMUSG00000111810.1	0	0	0	0	0	0
ENSMUSG00000111811.1	0	0	0	2	0	0
ENSMUSG00000111812.1	17	12	25	12	7	32
ENSMUSG00000111814.1	0	0	0	0	0	0
ENSMUSG00000111815.1	0	0	0	0	0	0
ENSMUSG00000111816.1	0	0	0	0	1	0
ENSMUSG00000111817.1	4	2	6	8	3	6
ENSMUSG00000111818.1	1	1	1	0	1	0
ENSMUSG00000111819.1	0	0	0	0	0	0
ENSMUSG00000111820.1	3	0	0	2	2	1
ENSMUSG00000111821.1	0	0	0	0	0	0
ENSMUSG00000111822.1	0	0	0	0	0	0
ENSMUSG00000111823.1	0	0	0	0	0	0
ENSMUSG00000111824.1	0	4	1	0	3	2
ENSMUSG00000111825.1	13	4	11	16	4	21
ENSMUSG00000111827.1	0	0	0	0	0	0
ENSMUSG00000111828.1	40	25	30	35	29	36
ENSMUSG00000111829.1	7	10	6	10	23	7
ENSMUSG00000111830.1	0	0	1	0	0	0
ENSMUSG00000111831.1	0	3	0	0	1	0
ENSMUSG00000111833.1	0	0	0	0	0	0
ENSMUSG00000111834.1	0	0	0	0	0	0
ENSMUSG00000111836.1	0	0	0	0	0	0
ENSMUSG00000111837.1	11	20	10	11	16	16
ENSMUSG00000111839.1	3	0	3	2	0	2
ENSMUSG00000111840.1	0	0	0	0	0	0
ENSMUSG00000111841.1	0	0	0	0	0	0
ENSMUSG00000111842.1	0	0	0	0	0	0
ENSMUSG00000111843.1	4	3	2	1	4	1
ENSMUSG00000111844.1	0	0	1	0	0	0
ENSMUSG00000111845.1	0	0	1	0	0	0
ENSMUSG00000111846.1	3	5	1	2	4	0
ENSMUSG00000111847.1	7	12	12	12	4	15
ENSMUSG00000111849.1	2	2	5	2	1	0
ENSMUSG00000111850.1	0	0	0	0	0	0
ENSMUSG00000111852.1	0	0	0	0	0	1
ENSMUSG00000111853.1	0	0	0	0	0	1
ENSMUSG00000111854.1	1	0	0	1	2	0
ENSMUSG00000111856.1	59	50	32	62	35	81
ENSMUSG00000111857.1	25	66	13	19	38	18
ENSMUSG00000111858.1	1	1	0	1	2	3
ENSMUSG00000111859.1	0	0	0	0	0	0
ENSMUSG00000111862.1	0	0	0	0	0	0
ENSMUSG00000111863.2	0	0	0	0	1	0
ENSMUSG00000111864.1	0	0	0	0	2	0
ENSMUSG00000111865.1	0	0	0	0	0	0
ENSMUSG00000111866.1	0	0	0	0	0	0
ENSMUSG00000111867.1	0	0	0	0	0	0
ENSMUSG00000111868.1	0	0	1	0	0	0
ENSMUSG00000111869.1	0	0	2	0	0	0
ENSMUSG00000111870.1	0	0	0	0	0	0
ENSMUSG00000111871.1	2	0	0	1	2	2
ENSMUSG00000111873.1	0	0	0	0	0	0
ENSMUSG00000111874.1	0	0	0	0	0	1
ENSMUSG00000111875.1	94	93	74	132	79	88
ENSMUSG00000111876.1	0	0	0	0	0	0
ENSMUSG00000111877.1	695	600	625	752	577	632
ENSMUSG00000111878.1	0	0	0	0	0	0
ENSMUSG00000111880.1	3	4	1	4	4	1
ENSMUSG00000111881.1	0	0	0	0	0	0
ENSMUSG00000111882.1	0	0	0	0	0	0
ENSMUSG00000111883.1	0	0	0	0	0	0
ENSMUSG00000111884.1	0	0	0	0	0	0
ENSMUSG00000111885.1	0	0	0	1	0	0
ENSMUSG00000111886.1	2	0	0	0	0	0
ENSMUSG00000111887.1	0	0	0	2	0	0
ENSMUSG00000111888.1	6	7	22	12	9	14
ENSMUSG00000111889.1	0	0	0	1	1	2
ENSMUSG00000111890.1	0	0	0	0	0	0
ENSMUSG00000111891.1	0	0	0	0	0	0
ENSMUSG00000111892.1	0	0	0	0	0	0
ENSMUSG00000111893.1	0	0	0	0	0	0
ENSMUSG00000111894.1	0	0	0	0	0	0
ENSMUSG00000111895.1	0	1	1	0	0	1
ENSMUSG00000111896.1	2	3	0	1	4	1
ENSMUSG00000111897.1	120	97	82	86	70	72
ENSMUSG00000111898.1	0	0	0	0	0	0
ENSMUSG00000111899.1	0	0	0	0	0	0
ENSMUSG00000111900.1	0	0	0	0	0	0
ENSMUSG00000111901.1	0	0	0	0	0	0
ENSMUSG00000111902.1	3	2	1	0	0	0
ENSMUSG00000111903.1	0	2	2	0	1	1
ENSMUSG00000111904.1	2	0	0	2	1	0
ENSMUSG00000111905.1	10	8	14	14	10	15
ENSMUSG00000111906.1	0	0	0	0	0	0
ENSMUSG00000111907.1	0	0	0	0	0	0
ENSMUSG00000111908.1	0	0	0	0	0	0
ENSMUSG00000111909.1	0	0	0	0	0	0
ENSMUSG00000111910.1	0	0	0	0	0	0
ENSMUSG00000111911.1	0	0	0	0	0	0
ENSMUSG00000111912.1	4	9	4	4	12	3
ENSMUSG00000111913.1	0	0	0	0	0	0
ENSMUSG00000111914.1	0	0	0	1	0	0
ENSMUSG00000111915.1	0	0	1	0	0	0
ENSMUSG00000111916.1	4	8	1	10	2	3
ENSMUSG00000111917.1	0	0	0	0	0	0
ENSMUSG00000111918.1	6	0	2	5	0	2
ENSMUSG00000111919.1	0	0	0	0	0	0
ENSMUSG00000111920.1	2	5	1	4	3	2
ENSMUSG00000111921.1	0	0	0	0	0	0
ENSMUSG00000111922.1	0	0	0	0	0	0
ENSMUSG00000111923.1	1	0	0	0	0	0
ENSMUSG00000111924.1	0	0	0	1	0	0
ENSMUSG00000111925.1	0	0	0	0	0	0
ENSMUSG00000111926.1	2	2	4	0	0	3
ENSMUSG00000111927.1	0	0	0	2	0	2
ENSMUSG00000111928.1	1	0	0	0	1	0
ENSMUSG00000111929.1	2	0	4	1	1	3
ENSMUSG00000111930.1	0	0	0	0	0	0
ENSMUSG00000111931.1	0	0	0	0	0	0
ENSMUSG00000111932.1	0	1	0	0	0	0
ENSMUSG00000111933.1	44	24	43	81	36	64
ENSMUSG00000111934.1	0	0	0	0	0	0
ENSMUSG00000111935.1	0	0	0	0	0	0
ENSMUSG00000111936.1	8	7	16	11	8	32
ENSMUSG00000111937.1	1	3	3	3	3	1
ENSMUSG00000111938.1	2	3	2	1	7	2
ENSMUSG00000111939.1	0	0	0	0	0	0
ENSMUSG00000111940.1	18	18	13	22	9	14
ENSMUSG00000111941.1	0	0	0	0	0	0
ENSMUSG00000111942.1	42	37	33	31	21	19
ENSMUSG00000111943.1	0	0	0	0	0	0
ENSMUSG00000111944.1	0	0	0	0	0	0
ENSMUSG00000111945.1	0	0	0	0	0	0
ENSMUSG00000111946.1	0	0	0	0	0	0
ENSMUSG00000111947.1	6	3	5	1	2	2
ENSMUSG00000111948.1	0	0	0	0	0	0
ENSMUSG00000111949.1	0	0	0	0	0	0
ENSMUSG00000111950.1	0	0	0	0	0	2
ENSMUSG00000111951.1	0	0	0	0	0	1
ENSMUSG00000111952.1	1	1	1	0	1	1
ENSMUSG00000111953.1	0	0	0	0	0	0
ENSMUSG00000111954.1	0	0	0	0	0	0
ENSMUSG00000111955.1	0	0	0	0	0	0
ENSMUSG00000111956.1	0	0	0	0	0	0
ENSMUSG00000111957.1	0	0	1	0	0	0
ENSMUSG00000111958.1	0	0	0	0	0	0
ENSMUSG00000111959.1	0	0	0	0	0	0
ENSMUSG00000111960.1	19	10	20	12	13	23
ENSMUSG00000111961.1	0	2	2	0	0	0
ENSMUSG00000111962.1	0	0	0	0	0	0
ENSMUSG00000111963.1	0	0	0	0	0	0
ENSMUSG00000111964.1	418	351	331	451	266	275
ENSMUSG00000111965.1	1	0	3	0	0	0
ENSMUSG00000111966.1	300	208	228	300	171	224
ENSMUSG00000111967.1	1	2	3	0	0	1
ENSMUSG00000111968.1	0	0	0	0	0	0
ENSMUSG00000111969.1	0	0	0	0	0	0
ENSMUSG00000111970.1	0	0	0	0	0	1
ENSMUSG00000111971.1	0	0	1	0	0	0
ENSMUSG00000111972.1	0	1	2	0	0	0
ENSMUSG00000111973.1	34	21	26	17	14	23
ENSMUSG00000111974.1	0	1	0	0	0	1
ENSMUSG00000111975.1	0	0	0	0	0	0
ENSMUSG00000111976.1	0	0	0	0	0	0
ENSMUSG00000111977.1	378	194	450	447	214	570
ENSMUSG00000111978.1	0	0	0	0	0	0
ENSMUSG00000111979.1	0	0	0	0	0	0
ENSMUSG00000111980.1	0	0	0	0	0	0
ENSMUSG00000111981.1	0	0	0	0	0	0
ENSMUSG00000111982.1	1	0	0	0	0	1
ENSMUSG00000111983.1	0	0	0	0	0	0
ENSMUSG00000111984.1	0	0	0	0	0	0
ENSMUSG00000111985.1	3	9	4	2	8	12
ENSMUSG00000111986.1	1	0	0	1	1	0
ENSMUSG00000111987.1	0	0	0	0	0	0
ENSMUSG00000111988.1	0	0	0	0	0	0
ENSMUSG00000111989.1	0	0	0	0	0	0
ENSMUSG00000111990.1	0	0	0	0	0	0
ENSMUSG00000111991.1	0	0	0	0	0	0
ENSMUSG00000111992.1	0	1	0	2	3	0
ENSMUSG00000111993.1	0	0	0	2	0	1
ENSMUSG00000111994.1	0	1	0	0	0	0
ENSMUSG00000111995.1	0	0	0	0	0	0
ENSMUSG00000111996.1	0	0	0	0	0	0
ENSMUSG00000111997.1	39	42	23	40	40	36
ENSMUSG00000111998.1	0	0	0	0	0	0
ENSMUSG00000111999.1	0	0	0	0	0	0
ENSMUSG00000112000.1	47	31	45	35	23	30
ENSMUSG00000112001.1	0	1	0	0	0	0
ENSMUSG00000112002.1	0	0	0	0	0	0
ENSMUSG00000112003.1	7	5	6	5	5	2
ENSMUSG00000112004.1	0	0	0	0	0	0
ENSMUSG00000112005.1	0	0	0	0	0	0
ENSMUSG00000112006.1	0	1	0	0	1	0
ENSMUSG00000112007.1	8	9	7	8	3	5
ENSMUSG00000112008.1	182	122	119	158	105	152
ENSMUSG00000112009.1	5	4	6	1	8	5
ENSMUSG00000112010.1	0	0	0	0	0	0
ENSMUSG00000112011.1	2	1	0	0	0	1
ENSMUSG00000112012.1	0	0	0	0	0	0
ENSMUSG00000112013.1	0	0	0	0	0	0
ENSMUSG00000112014.1	0	0	0	1	0	0
ENSMUSG00000112015.1	0	0	0	0	0	0
ENSMUSG00000112016.1	0	0	0	0	0	0
ENSMUSG00000112017.1	1	2	0	3	0	1
ENSMUSG00000112018.1	8	8	0	7	15	1
ENSMUSG00000112019.1	0	0	0	0	0	0
ENSMUSG00000112020.1	0	0	0	0	0	0
ENSMUSG00000112021.1	0	0	0	0	0	2
ENSMUSG00000112022.1	1	0	0	0	0	0
ENSMUSG00000112023.1	5	12	14	4	12	25
ENSMUSG00000112024.1	0	0	0	0	0	0
ENSMUSG00000112025.1	0	0	0	0	0	0
ENSMUSG00000112026.1	75	25	49	49	24	43
ENSMUSG00000112027.1	0	0	0	0	0	0
ENSMUSG00000112028.1	11	4	4	7	7	4
ENSMUSG00000112029.1	0	0	0	0	0	0
ENSMUSG00000112030.1	2	1	0	0	0	0
ENSMUSG00000112031.1	0	0	0	0	0	0
ENSMUSG00000112032.1	2	4	0	1	8	0
ENSMUSG00000112033.1	2	0	1	1	0	0
ENSMUSG00000112034.1	0	0	0	0	0	0
ENSMUSG00000112035.1	8	14	2	1	8	6
ENSMUSG00000112036.1	0	0	0	0	0	0
ENSMUSG00000112037.1	0	0	0	0	0	0
ENSMUSG00000112038.1	0	0	0	0	0	0
ENSMUSG00000112039.1	2	0	0	3	3	2
ENSMUSG00000112040.1	0	0	0	0	0	0
ENSMUSG00000112041.1	4	1	1	4	3	5
ENSMUSG00000112042.1	0	0	1	1	0	0
ENSMUSG00000112043.1	1	3	1	0	0	1
ENSMUSG00000112044.1	0	0	0	0	0	0
ENSMUSG00000112045.1	0	0	0	0	0	0
ENSMUSG00000112046.1	1	1	2	0	0	2
ENSMUSG00000112047.1	1	3	1	1	1	1
ENSMUSG00000112048.1	0	0	0	0	0	0
ENSMUSG00000112049.1	0	0	0	0	0	0
ENSMUSG00000112050.1	0	0	0	0	0	0
ENSMUSG00000112051.1	0	0	0	1	0	0
ENSMUSG00000112052.1	0	0	0	0	0	0
ENSMUSG00000112053.1	0	0	0	0	0	0
ENSMUSG00000112054.1	1	0	0	0	0	0
ENSMUSG00000112055.1	1	0	0	0	0	0
ENSMUSG00000112056.1	0	0	0	0	1	0
ENSMUSG00000112057.1	7	0	4	4	2	3
ENSMUSG00000112058.1	0	0	0	0	1	0
ENSMUSG00000112059.1	0	0	0	0	0	0
ENSMUSG00000112060.1	0	0	0	0	0	0
ENSMUSG00000112061.1	4	6	3	2	3	3
ENSMUSG00000112062.1	0	0	0	0	0	0
ENSMUSG00000112063.1	3	1	0	1	2	0
ENSMUSG00000112064.1	0	0	0	0	0	0
ENSMUSG00000112065.1	0	0	0	0	0	0
ENSMUSG00000112066.1	0	0	0	0	0	0
ENSMUSG00000112067.1	1	0	0	0	0	0
ENSMUSG00000112068.1	2	2	3	5	4	5
ENSMUSG00000112069.1	0	1	0	1	0	0
ENSMUSG00000112070.1	0	1	0	0	0	0
ENSMUSG00000112071.1	0	2	3	6	5	1
ENSMUSG00000112072.1	0	0	0	0	0	0
ENSMUSG00000112073.1	0	0	0	0	0	0
ENSMUSG00000112074.1	1	0	0	0	0	0
ENSMUSG00000112075.1	0	0	0	0	0	0
ENSMUSG00000112076.1	0	0	0	0	0	0
ENSMUSG00000112077.1	0	1	0	0	0	0
ENSMUSG00000112078.1	0	0	0	0	0	0
ENSMUSG00000112079.1	0	0	0	0	0	0
ENSMUSG00000112080.1	2	0	0	0	0	0
ENSMUSG00000112081.1	0	0	0	0	0	0
ENSMUSG00000112082.1	71	70	33	77	70	52
ENSMUSG00000112083.1	0	0	0	0	0	0
ENSMUSG00000112084.1	0	0	1	0	0	0
ENSMUSG00000112085.1	0	0	0	0	0	0
ENSMUSG00000112086.1	0	0	0	0	0	0
ENSMUSG00000112087.1	0	0	0	0	0	0
ENSMUSG00000112088.1	0	0	0	0	0	0
ENSMUSG00000112089.1	0	0	0	0	0	0
ENSMUSG00000112090.1	0	0	1	2	1	0
ENSMUSG00000112091.1	0	0	0	0	0	0
ENSMUSG00000112092.1	0	0	0	0	0	0
ENSMUSG00000112093.1	0	2	1	0	0	1
ENSMUSG00000112094.1	0	0	0	0	0	0
ENSMUSG00000112095.1	0	4	0	0	0	1
ENSMUSG00000112096.1	240	169	300	243	154	289
ENSMUSG00000112097.1	0	0	0	1	1	0
ENSMUSG00000112098.1	0	0	0	0	0	0
ENSMUSG00000112099.1	130	90	91	134	86	106
ENSMUSG00000112100.1	0	0	0	0	0	0
ENSMUSG00000112101.1	1	0	0	0	0	0
ENSMUSG00000112102.1	0	0	0	0	0	0
ENSMUSG00000112103.1	0	0	0	0	0	0
ENSMUSG00000112104.1	0	0	0	0	0	0
ENSMUSG00000112105.1	20	19	13	26	17	8
ENSMUSG00000112106.1	7	3	19	6	6	14
ENSMUSG00000112107.1	0	0	0	0	0	0
ENSMUSG00000112108.1	0	0	0	0	0	0
ENSMUSG00000112109.1	0	0	0	0	0	0
ENSMUSG00000112110.1	48	38	30	46	41	39
ENSMUSG00000112111.1	0	0	0	0	0	0
ENSMUSG00000112112.1	0	0	0	2	0	0
ENSMUSG00000112113.1	1	0	0	0	0	1
ENSMUSG00000112114.1	0	0	0	0	0	0
ENSMUSG00000112115.1	0	0	0	0	0	0
ENSMUSG00000112116.1	0	0	0	0	0	0
ENSMUSG00000112117.1	0	0	0	0	2	0
ENSMUSG00000112118.1	0	0	0	0	0	0
ENSMUSG00000112119.1	0	0	0	0	0	0
ENSMUSG00000112120.1	1	0	0	1	2	0
ENSMUSG00000112121.1	0	0	0	0	0	0
ENSMUSG00000112122.1	0	0	0	0	0	0
ENSMUSG00000112123.1	0	0	0	0	0	0
ENSMUSG00000112124.1	7	3	6	3	1	10
ENSMUSG00000112125.1	1	3	0	0	1	0
ENSMUSG00000112126.1	0	1	0	0	1	1
ENSMUSG00000112127.1	0	0	0	0	0	0
ENSMUSG00000112128.1	0	0	0	2	0	0
ENSMUSG00000112129.1	9	6	9	13	7	8
ENSMUSG00000112130.1	0	0	0	0	0	0
ENSMUSG00000112131.1	0	0	0	0	0	0
ENSMUSG00000112132.1	24	27	4	22	31	14
ENSMUSG00000112133.1	0	0	0	0	0	0
ENSMUSG00000112134.1	148	220	52	186	232	98
ENSMUSG00000112135.1	8	5	4	8	2	2
ENSMUSG00000112136.1	2	0	1	0	1	0
ENSMUSG00000112137.1	1	0	0	0	0	0
ENSMUSG00000112138.1	0	0	0	0	0	0
ENSMUSG00000112139.1	0	0	0	1	2	0
ENSMUSG00000112140.1	4	8	7	13	8	4
ENSMUSG00000112141.1	0	0	0	0	0	0
ENSMUSG00000112142.1	0	0	0	0	0	0
ENSMUSG00000112143.1	13	7	2	11	5	7
ENSMUSG00000112144.1	0	0	0	0	0	0
ENSMUSG00000112145.1	130	97	102	128	83	108
ENSMUSG00000112146.1	2	1	3	11	4	7
ENSMUSG00000112147.1	1	0	0	0	0	0
ENSMUSG00000112148.1	1	4	4	2	11	10
ENSMUSG00000112149.1	3	2	1	3	1	0
ENSMUSG00000112150.1	53	32	82	94	32	122
ENSMUSG00000112151.1	0	0	0	0	0	1
ENSMUSG00000112152.1	0	0	0	0	0	0
ENSMUSG00000112153.1	1	0	2	0	0	2
ENSMUSG00000112154.1	0	0	0	0	0	0
ENSMUSG00000112155.1	9	7	11	9	7	5
ENSMUSG00000112156.1	0	0	0	0	0	0
ENSMUSG00000112157.1	0	1	0	0	0	3
ENSMUSG00000112158.1	0	0	0	0	0	0
ENSMUSG00000112159.1	0	1	0	0	2	0
ENSMUSG00000112160.1	506	515	298	457	451	418
ENSMUSG00000112161.1	0	0	2	1	2	0
ENSMUSG00000112162.1	0	0	0	0	0	0
ENSMUSG00000112163.1	3	1	2	3	6	6
ENSMUSG00000112164.1	2	0	0	0	0	0
ENSMUSG00000112165.1	0	0	1	0	0	0
ENSMUSG00000112166.1	1	0	0	3	0	0
ENSMUSG00000112167.1	0	0	0	0	0	0
ENSMUSG00000112168.1	2	0	0	1	0	0
ENSMUSG00000112169.1	0	0	0	0	0	0
ENSMUSG00000112170.1	0	0	0	0	0	0
ENSMUSG00000112171.1	0	0	0	0	0	0
ENSMUSG00000112172.1	0	0	0	0	0	0
ENSMUSG00000112173.1	0	0	0	0	0	0
ENSMUSG00000112174.1	0	0	0	0	0	0
ENSMUSG00000112175.1	0	0	1	2	0	0
ENSMUSG00000112176.1	0	0	0	0	0	0
ENSMUSG00000112177.1	3	1	1	2	0	0
ENSMUSG00000112178.1	0	0	0	0	0	0
ENSMUSG00000112179.1	0	0	0	0	0	0
ENSMUSG00000112180.1	0	0	0	0	0	0
ENSMUSG00000112181.1	0	0	0	0	0	0
ENSMUSG00000112182.1	0	0	0	0	0	0
ENSMUSG00000112183.1	0	0	0	0	0	0
ENSMUSG00000112184.1	0	1	0	0	0	0
ENSMUSG00000112185.1	0	0	0	0	0	0
ENSMUSG00000112186.1	0	1	1	4	1	0
ENSMUSG00000112187.1	0	0	0	0	0	0
ENSMUSG00000112188.1	16	31	6	66	39	12
ENSMUSG00000112189.1	0	0	0	0	0	0
ENSMUSG00000112190.1	3	1	3	2	0	0
ENSMUSG00000112191.1	0	0	0	0	0	0
ENSMUSG00000112192.1	1	0	0	0	0	0
ENSMUSG00000112193.1	0	0	0	0	0	0
